"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","BLACK BELT","40","PERRY","105","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","173","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","BLACK BELT","40","SUMTER","119","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","208","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","BALDWIN","003","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","320","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","BUTLER","013","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","190","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","CHOCTAW","023","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","113","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","CLARKE","025","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","113","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","CONECUH","035","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","183","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","ESCAMBIA","053","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","158","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MOBILE","097","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","283","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MONROE","099","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","208","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WASHINGTON","129","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","215","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WILCOX","131","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","165","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","BLOUNT","009","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","561","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CALHOUN","015","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","328","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CHEROKEE","019","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","220","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CLEBURNE","029","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","166","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CULLMAN","043","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","867","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","DE KALB","049","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","972","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","ETOWAH","055","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","385","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","JACKSON","071","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","600","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","MARSHALL","095","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","736","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","SAINT CLAIR","115","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","289","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","COLBERT","033","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","235","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","FRANKLIN","059","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","415","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAUDERDALE","077","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","525","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAWRENCE","079","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","573","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LIMESTONE","083","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","443","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MADISON","089","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","315","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MARION","093","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","271","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MORGAN","103","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","542","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","WINSTON","133","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","253","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","BIBB","007","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","74","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHAMBERS","017","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","210","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHILTON","021","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","240","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CLAY","027","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","274","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","COOSA","037","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","73","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","FAYETTE","057","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","128","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","JEFFERSON","073","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","148","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LAMAR","075","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","121","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LEE","081","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","147","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","PICKENS","107","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","202","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","RANDOLPH","111","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","385","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","SHELBY","117","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","118","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLADEGA","121","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","259","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLAPOOSA","123","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","172","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TUSCALOOSA","125","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","167","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","WALKER","127","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","186","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","BARBOUR","005","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","264","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","COFFEE","031","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","280","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","COVINGTON","039","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","385","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","CRENSHAW","041","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","243","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","DALE","045","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","141","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","GENEVA","061","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","321","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","HENRY","067","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","156","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","HOUSTON","069","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","225","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","PIKE","109","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","265","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALABAMA","01","WIREGRASS","60","RUSSELL","113","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","127","8.5"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","KENAI PENINSULA","30","KENAI PENINSULA","","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","37","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE","20","ANCHORAGE","","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","61","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","SOUTHEAST","40","JUNEAU","","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","SOUTHWEST & WEST","50","ALEUTIAN ISLANDS","","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","9","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ALASKA","02","TANANA VALLEY","10","FAIRBANKS NORTH STAR","","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","34","(L)"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","APACHE","001","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1,738","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","COCONINO","005","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1,017","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","GILA","007","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","97","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","MOHAVE","015","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","148","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","NAVAJO","017","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1,241","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","245","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","COCHISE","003","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","343","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","GRAHAM","009","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","226","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","GREENLEE","011","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","56","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","LAPAZ","012","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","19","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","293","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","PIMA","019","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","127","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","197","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","SANTA CRUZ","023","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","95","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARIZONA","04","SOUTHERN","80","YUMA","027","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","22","16.4"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","CONWAY","029","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","398","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","FAULKNER","045","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","687","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","GARLAND","051","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","165","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","GRANT","053","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","148","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","HOT SPRING","059","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","294","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","PERRY","105","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","202","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","PULASKI","119","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","116","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","CENTRAL","50","SALINE","125","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","174","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","ARKANSAS","001","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","46","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CRITTENDEN","035","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","19","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CROSS","037","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","45","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LEE","077","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","31","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LONOKE","085","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","236","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","MONROE","095","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","8","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PHILLIPS","107","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","11","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PRAIRIE","117","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","50","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","SAINT FRANCIS","123","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","27","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","WOODRUFF","147","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","16","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","BAXTER","005","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","289","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","CLEBURNE","023","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","363","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","FULTON","049","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","515","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","IZARD","065","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","392","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","MARION","089","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","317","7.0"
"CENSUS","2022","END OF DEC","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","SEARCY","129","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","392","7.0"
