Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,All_SVI
"Huntington County, Indiana",34,12,0.25,0.25
"Independence County, Arkansas",34,12,0.25,0.25
"Toombs County, Georgia",34,12,0.25,0.25
"Snyder County, Pennsylvania",34,12,0.25,0.25
"Walton County, Georgia",34,12,0.25,0.25
"Warren County, Tennessee",34,12,0.25,0.25
"Montgomery County, Indiana",34,12,0.25,0.25
"San Jacinto County, Texas",34,12,0.25,0.25
"Darlington County, South Carolina",34,12,0.25,0.25
"Hickman County, Tennessee",34,12,0.25,0.25
"Schuyler County, Illinois",34,12,0.25,0.25
"Limestone County, Alabama",34,12,0.25,0.25
"Boyle County, Kentucky",34,12,0.25,0.25
"Clark County, Indiana",34,12,0.25,0.25
"Pulaski County, Indiana",34,12,0.25,0.25
"Catoosa County, Georgia",34,12,0.25,0.25
"Wilson County, North Carolina",34,12,0.25,0.25
"Livingston County, Illinois",34,12,0.25,0.25
"Randolph County, Indiana",34,12,0.25,0.25
"Burke County, Georgia",34,12,0.25,0.25
"Monroe County, Pennsylvania",34,12,0.25,0.25
"Niagara County, New York",35,11,0.227272727,0.227272727
"Stoddard County, Missouri",35,11,0.227272727,0.227272727
"Calloway County, Kentucky",35,11,0.227272727,0.227272727
"Pender County, North Carolina",35,11,0.227272727,0.227272727
"Archer County, Texas",35,11,0.227272727,0.227272727
"Harrison County, Mississippi",35,11,0.227272727,0.227272727
"Palo Pinto County, Texas",35,11,0.227272727,0.227272727
"Lancaster County, South Carolina",35,11,0.227272727,0.227272727
"Wayne County, New York",35,11,0.227272727,0.227272727
"Franklin County, Pennsylvania",35,11,0.227272727,0.227272727
"Armstrong County, Pennsylvania",35,11,0.227272727,0.227272727
"Stephens County, Oklahoma",35,11,0.227272727,0.227272727
"Madison County, Ohio",35,11,0.227272727,0.227272727
"Hardin County, Ohio",35,11,0.227272727,0.227272727
"Barren County, Kentucky",35,11,0.227272727,0.227272727
"Itawamba County, Mississippi",35,11,0.227272727,0.227272727
"Carroll County, Missouri",35,11,0.227272727,0.227272727
"Spalding County, Georgia",35,11,0.227272727,0.227272727
"Jefferson County, Alabama",35,11,0.227272727,0.227272727
"Sebastian County, Arkansas",35,11,0.227272727,0.227272727
"Dyer County, Tennessee",35,11,0.227272727,0.227272727
"Logan County, Illinois",35,11,0.227272727,0.227272727
"Assumption Parish, Louisiana",35,11,0.227272727,0.227272727
"Mason County, Kentucky",35,11,0.227272727,0.227272727
"Starke County, Indiana",35,11,0.227272727,0.227272727
"Fountain County, Indiana",35,11,0.227272727,0.227272727
"Hamilton County, Tennessee",35,11,0.227272727,0.227272727
"Portage County, Ohio",35,11,0.227272727,0.227272727
"Benton County, Indiana",35,11,0.227272727,0.227272727
"Allegany County, New York",35,11,0.227272727,0.227272727
"Lawrence County, Tennessee",35,11,0.227272727,0.227272727
"Henry County, Indiana",35,11,0.227272727,0.227272727
"Bedford County, Pennsylvania",35,11,0.227272727,0.227272727
"Berks County, Pennsylvania",35,11,0.227272727,0.227272727
"Mercer County, Pennsylvania",35,11,0.227272727,0.227272727
"Wayne County, Ohio",35,11,0.227272727,0.227272727
"Franklin County, Missouri",35,11,0.227272727,0.227272727
"Vanderburgh County, Indiana",35,11,0.227272727,0.227272727
"Garrett County, Maryland",35,11,0.227272727,0.227272727
"Taylor County, Kentucky",35,11,0.227272727,0.227272727
"Vigo County, Indiana",35,11,0.227272727,0.227272727
"St. James Parish, Louisiana",35,11,0.227272727,0.227272727
"McMinn County, Tennessee",35,11,0.227272727,0.227272727
"Williamson County, Illinois",35,11,0.227272727,0.227272727
"Wood County, West Virginia",35,11,0.227272727,0.227272727
"Lackawanna County, Pennsylvania",35,11,0.227272727,0.227272727
"Ross County, Ohio",36,10,0.204545455,0.204545455
"Lawrence County, Indiana",36,10,0.204545455,0.204545455
"Erie County, Pennsylvania",36,10,0.204545455,0.204545455
"Bay County, Florida",36,10,0.204545455,0.204545455
"Lewis County, Missouri",36,10,0.204545455,0.204545455
"De Soto Parish, Louisiana",36,10,0.204545455,0.204545455
"Jefferson Parish, Louisiana",36,10,0.204545455,0.204545455
"Dinwiddie County, Virginia",36,10,0.204545455,0.204545455
"Wyoming County, New York",36,10,0.204545455,0.204545455
"Tom Green County, Texas",36,10,0.204545455,0.204545455
"Blair County, Pennsylvania",36,10,0.204545455,0.204545455
"Anderson County, Kentucky",36,10,0.204545455,0.204545455
"Salem County, New Jersey",36,10,0.204545455,0.204545455
"Anderson County, Tennessee",36,10,0.204545455,0.204545455
"Glascock County, Georgia",36,10,0.204545455,0.204545455
"Upshur County, Texas",36,10,0.204545455,0.204545455
"Grady County, Oklahoma",36,10,0.204545455,0.204545455
"Venango County, Pennsylvania",36,10,0.204545455,0.204545455
"Glynn County, Georgia",36,10,0.204545455,0.204545455
"Hockley County, Texas",36,10,0.204545455,0.204545455
"Lebanon County, Pennsylvania",36,10,0.204545455,0.204545455
"Tate County, Mississippi",36,10,0.204545455,0.204545455
"Perry County, Illinois",36,10,0.204545455,0.204545455
"Morrow County, Ohio",36,10,0.204545455,0.204545455
"Gray County, Texas",36,10,0.204545455,0.204545455
"Henry County, Missouri",36,10,0.204545455,0.204545455
"Tangipahoa Parish, Louisiana",36,10,0.204545455,0.204545455
"Clay County, Illinois",36,10,0.204545455,0.204545455
"Wabash County, Illinois",36,10,0.204545455,0.204545455
"Ripley County, Indiana",36,10,0.204545455,0.204545455
"Lincoln County, Mississippi",36,10,0.204545455,0.204545455
"Herkimer County, New York",36,10,0.204545455,0.204545455
"Blount County, Tennessee",36,10,0.204545455,0.204545455
"Sullivan County, Tennessee",36,10,0.204545455,0.204545455
"Franklin County, North Carolina",36,10,0.204545455,0.204545455
"Jasper County, Georgia",36,10,0.204545455,0.204545455
"Pickens County, South Carolina",36,10,0.204545455,0.204545455
"Lewis County, New York",36,10,0.204545455,0.204545455
"Wyoming County, Pennsylvania",36,10,0.204545455,0.204545455
"Lucas County, Ohio",36,10,0.204545455,0.204545455
"Peach County, Georgia",36,10,0.204545455,0.204545455
"Roane County, Tennessee",36,10,0.204545455,0.204545455
"Harrison County, Indiana",36,10,0.204545455,0.204545455
"Jackson County, Oklahoma",36,10,0.204545455,0.204545455
"Stephenson County, Illinois",36,10,0.204545455,0.204545455
"Burke County, North Carolina",37,9,0.181818182,0.181818182
"Laurel County, Kentucky",37,9,0.181818182,0.181818182
"Montgomery County, Ohio",37,9,0.181818182,0.181818182
"Calhoun County, Alabama",37,9,0.181818182,0.181818182
"McCracken County, Kentucky",37,9,0.181818182,0.181818182
"Vermilion County, Illinois",37,9,0.181818182,0.181818182
"Erie County, Ohio",37,9,0.181818182,0.181818182
"Gaston County, North Carolina",37,9,0.181818182,0.181818182
"Callaway County, Missouri",37,9,0.181818182,0.181818182
"Bradley County, Tennessee",37,9,0.181818182,0.181818182
"Marshall County, Tennessee",37,9,0.181818182,0.181818182
"Knox County, Ohio",37,9,0.181818182,0.181818182
"Madison County, Georgia",37,9,0.181818182,0.181818182
"Belmont County, Ohio",37,9,0.181818182,0.181818182
"Hardin County, Kentucky",37,9,0.181818182,0.181818182
"Franklin County, New York",37,9,0.181818182,0.181818182
"Smith County, Texas",37,9,0.181818182,0.181818182
"Fulton County, New York",37,9,0.181818182,0.181818182
"Louisa County, Virginia",37,9,0.181818182,0.181818182
"Rockingham County, North Carolina",37,9,0.181818182,0.181818182
"Caroline County, Maryland",37,9,0.181818182,0.181818182
"Hunt County, Texas",37,9,0.181818182,0.181818182
"Calhoun County, South Carolina",37,9,0.181818182,0.181818182
"Appomattox County, Virginia",37,9,0.181818182,0.181818182
"Fayette County, Illinois",37,9,0.181818182,0.181818182
"Switzerland County, Indiana",37,9,0.181818182,0.181818182
"Kershaw County, South Carolina",37,9,0.181818182,0.181818182
"Jones County, Georgia",37,9,0.181818182,0.181818182
"McDuffie County, Georgia",37,9,0.181818182,0.181818182
"Calcasieu Parish, Louisiana",37,9,0.181818182,0.181818182
"Steuben County, New York",37,9,0.181818182,0.181818182
"Orange County, Texas",37,9,0.181818182,0.181818182
"Jefferson County, Texas",37,9,0.181818182,0.181818182
"Miller County, Arkansas",37,9,0.181818182,0.181818182
"Bureau County, Illinois",37,9,0.181818182,0.181818182
"Bedford County, Tennessee",37,9,0.181818182,0.181818182
"Montgomery County, Illinois",37,9,0.181818182,0.181818182
"Adams County, Illinois",37,9,0.181818182,0.181818182
"Mineral County, West Virginia",37,9,0.181818182,0.181818182
"St. Lawrence County, New York",37,9,0.181818182,0.181818182
"St. Martin Parish, Louisiana",37,9,0.181818182,0.181818182
"Mahoning County, Ohio",37,9,0.181818182,0.181818182
"Warren County, Mississippi",37,9,0.181818182,0.181818182
"Escambia County, Florida",37,9,0.181818182,0.181818182
"Ashtabula County, Ohio",37,9,0.181818182,0.181818182
"Ashland County, Ohio",37,9,0.181818182,0.181818182
"Washington County, Georgia",37,9,0.181818182,0.181818182
"Graves County, Kentucky",37,9,0.181818182,0.181818182
"Franklin County, Virginia",37,9,0.181818182,0.181818182
"Victoria County, Texas",37,9,0.181818182,0.181818182
"Harrison County, West Virginia",37,9,0.181818182,0.181818182
"Creek County, Oklahoma",37,9,0.181818182,0.181818182
"Cumberland County, New Jersey",38,8,0.159090909,0.159090909
"Yadkin County, North Carolina",38,8,0.159090909,0.159090909
"Cherokee County, South Carolina",38,8,0.159090909,0.159090909
"Jackson County, Mississippi",38,8,0.159090909,0.159090909
"Marion County, West Virginia",38,8,0.159090909,0.159090909
"Orleans County, New York",38,8,0.159090909,0.159090909
"St. Lucie County, Florida",38,8,0.159090909,0.159090909
"Cherokee County, Texas",38,8,0.159090909,0.159090909
"Morgan County, Illinois",38,8,0.159090909,0.159090909
"Chemung County, New York",38,8,0.159090909,0.159090909
"Marshall County, Kentucky",38,8,0.159090909,0.159090909
"Luzerne County, Pennsylvania",38,8,0.159090909,0.159090909
"Webster County, Mississippi",38,8,0.159090909,0.159090909
"Henderson County, Tennessee",38,8,0.159090909,0.159090909
"Shelby County, Indiana",38,8,0.159090909,0.159090909
"Jasper County, South Carolina",38,8,0.159090909,0.159090909
"Madison County, Indiana",38,8,0.159090909,0.159090909
"Gregg County, Texas",38,8,0.159090909,0.159090909
"Huron County, Ohio",38,8,0.159090909,0.159090909
"Knox County, Illinois",38,8,0.159090909,0.159090909
"Madison County, Tennessee",38,8,0.159090909,0.159090909
"Montgomery County, North Carolina",38,8,0.159090909,0.159090909
"Garrard County, Kentucky",38,8,0.159090909,0.159090909
"Gallia County, Ohio",38,8,0.159090909,0.159090909
"McKean County, Pennsylvania",38,8,0.159090909,0.159090909
"Chautauqua County, New York",38,8,0.159090909,0.159090909
"Fayette County, Pennsylvania",38,8,0.159090909,0.159090909
"Alamance County, North Carolina",38,8,0.159090909,0.159090909
"Carbon County, Pennsylvania",38,8,0.159090909,0.159090909
"Allen County, Ohio",38,8,0.159090909,0.159090909
"Randolph County, Illinois",38,8,0.159090909,0.159090909
"Pickens County, Georgia",38,8,0.159090909,0.159090909
"Oswego County, New York",38,8,0.159090909,0.159090909
"Bourbon County, Kentucky",38,8,0.159090909,0.159090909
"Macon County, Illinois",38,8,0.159090909,0.159090909
"Beaufort County, North Carolina",38,8,0.159090909,0.159090909
"Rusk County, Texas",38,8,0.159090909,0.159090909
"Lee County, Illinois",38,8,0.159090909,0.159090909
"Pasquotank County, North Carolina",38,8,0.159090909,0.159090909
"Wharton County, Texas",38,8,0.159090909,0.159090909
"Huntingdon County, Pennsylvania",38,8,0.159090909,0.159090909
"Lincoln County, Arkansas",38,8,0.159090909,0.159090909
"Blount County, Alabama",38,8,0.159090909,0.159090909
"Lawrence County, Pennsylvania",38,8,0.159090909,0.159090909
"Stark County, Ohio",38,8,0.159090909,0.159090909
"Autauga County, Alabama",38,8,0.159090909,0.159090909
"Preble County, Ohio",38,8,0.159090909,0.159090909
"Wichita County, Texas",38,8,0.159090909,0.159090909
"St. Clair County, Alabama",38,8,0.159090909,0.159090909
"Washington County, New York",38,8,0.159090909,0.159090909
"Marion County, Missouri",38,8,0.159090909,0.159090909
"Bowie County, Texas",38,8,0.159090909,0.159090909
"Columbia County, Pennsylvania",38,8,0.159090909,0.159090909
"Bleckley County, Georgia",38,8,0.159090909,0.159090909
"Seneca County, New York",39,7,0.136363636,0.136363636
"Wayne County, Georgia",39,7,0.136363636,0.136363636
"Winnebago County, Illinois",39,7,0.136363636,0.136363636
"Montgomery County, New York",39,7,0.136363636,0.136363636
"LaSalle County, Illinois",39,7,0.136363636,0.136363636
"Cattaraugus County, New York",39,7,0.136363636,0.136363636
"Edgefield County, South Carolina",39,7,0.136363636,0.136363636
"Oconee County, South Carolina",39,7,0.136363636,0.136363636
"Colleton County, South Carolina",39,7,0.136363636,0.136363636
"Cooper County, Missouri",39,7,0.136363636,0.136363636
"Taney County, Missouri",39,7,0.136363636,0.136363636
"Perry County, Ohio",39,7,0.136363636,0.136363636
"Sullivan County, Indiana",39,7,0.136363636,0.136363636
"Lincoln County, Tennessee",39,7,0.136363636,0.136363636
"Jennings County, Indiana",39,7,0.136363636,0.136363636
"Grant County, Arkansas",39,7,0.136363636,0.136363636
"Lawrence County, Illinois",39,7,0.136363636,0.136363636
"Garfield County, Oklahoma",39,7,0.136363636,0.136363636
"Chenango County, New York",39,7,0.136363636,0.136363636
"Lycoming County, Pennsylvania",39,7,0.136363636,0.136363636
"Panola County, Texas",39,7,0.136363636,0.136363636
"Anderson County, Texas",39,7,0.136363636,0.136363636
"Davie County, North Carolina",39,7,0.136363636,0.136363636
"Pike County, Illinois",39,7,0.136363636,0.136363636
"Lake County, Indiana",39,7,0.136363636,0.136363636
"Sumter County, South Carolina",39,7,0.136363636,0.136363636
"Ohio County, Kentucky",39,7,0.136363636,0.136363636
"Lamar County, Georgia",39,7,0.136363636,0.136363636
"Bond County, Illinois",39,7,0.136363636,0.136363636
"Grayson County, Texas",39,7,0.136363636,0.136363636
"Lawrence County, Missouri",39,7,0.136363636,0.136363636
"Lowndes County, Mississippi",39,7,0.136363636,0.136363636
"Indiana County, Pennsylvania",39,7,0.136363636,0.136363636
"Greenwood County, South Carolina",39,7,0.136363636,0.136363636
"Howard County, Missouri",39,7,0.136363636,0.136363636
"Cayuga County, New York",39,7,0.136363636,0.136363636
"Vermilion Parish, Louisiana",39,7,0.136363636,0.136363636
"Grundy County, Missouri",39,7,0.136363636,0.136363636
"Bradford County, Pennsylvania",39,7,0.136363636,0.136363636
"Iberville Parish, Louisiana",39,7,0.136363636,0.136363636
"Schuylkill County, Pennsylvania",39,7,0.136363636,0.136363636
"Cleveland County, North Carolina",39,7,0.136363636,0.136363636
"Bradford County, Florida",39,7,0.136363636,0.136363636
"Jasper County, Missouri",39,7,0.136363636,0.136363636
"Henderson County, Kentucky",39,7,0.136363636,0.136363636
"Massac County, Illinois",39,7,0.136363636,0.136363636
"Greene County, Illinois",39,7,0.136363636,0.136363636
"Buchanan County, Missouri",39,7,0.136363636,0.136363636
"Dickson County, Tennessee",39,7,0.136363636,0.136363636
"Sullivan County, New York",40,6,0.113636364,0.113636364
"Dale County, Alabama",40,6,0.113636364,0.113636364
"Audrain County, Missouri",40,6,0.113636364,0.113636364
"Clark County, Kentucky",40,6,0.113636364,0.113636364
"Columbiana County, Ohio",40,6,0.113636364,0.113636364
"Thomas County, Georgia",40,6,0.113636364,0.113636364
"Wayne County, Indiana",40,6,0.113636364,0.113636364
"Pierce County, Georgia",40,6,0.113636364,0.113636364
"Marion County, Illinois",40,6,0.113636364,0.113636364
"Craven County, North Carolina",40,6,0.113636364,0.113636364
"Miller County, Missouri",40,6,0.113636364,0.113636364
"White County, Georgia",40,6,0.113636364,0.113636364
"Northumberland County, Pennsylvania",40,6,0.113636364,0.113636364
"Kankakee County, Illinois",40,6,0.113636364,0.113636364
"Granville County, North Carolina",40,6,0.113636364,0.113636364
"Laurens County, South Carolina",40,6,0.113636364,0.113636364
"Habersham County, Georgia",40,6,0.113636364,0.113636364
"Scott County, Missouri",40,6,0.113636364,0.113636364
"Pike County, Missouri",40,6,0.113636364,0.113636364
"Davidson County, North Carolina",40,6,0.113636364,0.113636364
"Rutherford County, North Carolina",40,6,0.113636364,0.113636364
"Polk County, Florida",41,5,0.090909091,0.090909091
"Greene County, Arkansas",41,5,0.090909091,0.090909091
"Mifflin County, Pennsylvania",41,5,0.090909091,0.090909091
"Columbia County, Florida",41,5,0.090909091,0.090909091
"Linn County, Missouri",41,5,0.090909091,0.090909091
"Pettis County, Missouri",41,5,0.090909091,0.090909091
"Campbell County, Virginia",41,5,0.090909091,0.090909091
"Pope County, Arkansas",41,5,0.090909091,0.090909091
"St. Francois County, Missouri",41,5,0.090909091,0.090909091
"Union County, Arkansas",41,5,0.090909091,0.090909091
"Hamblen County, Tennessee",41,5,0.090909091,0.090909091
"Sevier County, Tennessee",41,5,0.090909091,0.090909091
"Lee County, North Carolina",41,5,0.090909091,0.090909091
"Knox County, Indiana",41,5,0.090909091,0.090909091
"Polk County, Missouri",41,5,0.090909091,0.090909091
"Boone County, Arkansas",41,5,0.090909091,0.090909091
"Floyd County, Georgia",41,5,0.090909091,0.090909091
"Greene County, Pennsylvania",41,5,0.090909091,0.090909091
"Jefferson County, Pennsylvania",41,5,0.090909091,0.090909091
"Newton County, Missouri",41,5,0.090909091,0.090909091
"Tioga County, Pennsylvania",41,5,0.090909091,0.090909091
"Newberry County, South Carolina",41,5,0.090909091,0.090909091
"Greene County, Indiana",41,5,0.090909091,0.090909091
"Saline County, Missouri",41,5,0.090909091,0.090909091
"Daviess County, Kentucky",41,5,0.090909091,0.090909091
"Highland County, Ohio",41,5,0.090909091,0.090909091
"Jefferson County, Tennessee",41,5,0.090909091,0.090909091
"Crawford County, Arkansas",42,4,0.068181818,0.068181818
"Crawford County, Pennsylvania",42,4,0.068181818,0.068181818
"Nash County, North Carolina",42,4,0.068181818,0.068181818
"Jefferson County, Illinois",42,4,0.068181818,0.068181818
"Wayne County, North Carolina",42,4,0.068181818,0.068181818
"Terrebonne Parish, Louisiana",42,4,0.068181818,0.068181818
"Lorain County, Ohio",42,4,0.068181818,0.068181818
"Shenandoah County, Virginia",42,4,0.068181818,0.068181818
"Henderson County, Texas",42,4,0.068181818,0.068181818
"Clinton County, Ohio",42,4,0.068181818,0.068181818
"Richland County, Ohio",42,4,0.068181818,0.068181818
"Pickaway County, Ohio",42,4,0.068181818,0.068181818
"Brown County, Ohio",42,4,0.068181818,0.068181818
"Harrison County, Texas",42,4,0.068181818,0.068181818
"Mobile County, Alabama",42,4,0.068181818,0.068181818
"Clarion County, Pennsylvania",42,4,0.068181818,0.068181818
"LaPorte County, Indiana",42,4,0.068181818,0.068181818
"Randolph County, North Carolina",42,4,0.068181818,0.068181818
"Colbert County, Alabama",42,4,0.068181818,0.068181818
"Clark County, Ohio",42,4,0.068181818,0.068181818
"Lafourche Parish, Louisiana",43,3,0.045454545,0.045454545
"Macoupin County, Illinois",43,3,0.045454545,0.045454545
"Walker County, Georgia",43,3,0.045454545,0.045454545
"Hardin County, Texas",43,3,0.045454545,0.045454545
"Houston County, Alabama",43,3,0.045454545,0.045454545
"Stanly County, North Carolina",43,3,0.045454545,0.045454545
"Anderson County, South Carolina",43,3,0.045454545,0.045454545
"Aiken County, South Carolina",43,3,0.045454545,0.045454545
"Marshall County, Alabama",43,3,0.045454545,0.045454545
"Pearl River County, Mississippi",43,3,0.045454545,0.045454545
"Amherst County, Virginia",43,3,0.045454545,0.045454545
"Person County, North Carolina",43,3,0.045454545,0.045454545
"Cullman County, Alabama",43,3,0.045454545,0.045454545
"Coffee County, Alabama",44,2,0.022727273,0.022727273
"Angelina County, Texas",44,2,0.022727273,0.022727273
"Lamar County, Texas",44,2,0.022727273,0.022727273
"Rowan County, North Carolina",44,2,0.022727273,0.022727273
"Muskingum County, Ohio",44,2,0.022727273,0.022727273
"Lauderdale County, Alabama",44,2,0.022727273,0.022727273
"Morgan County, Alabama",44,2,0.022727273,0.022727273
"Fulton County, Illinois",45,1,0,0
