Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,PrepEvac_SVI
"Issaquena County, Mississippi",1,135,1,1
"Falls Church city, Virginia",1,135,1,1
"East Carroll Parish, Louisiana",1,135,1,1
"Edwards County, Texas",1,135,1,1
"Glasscock County, Texas",1,135,1,1
"Mills County, Texas",2,134,0.992537313,0.992537313
"LaGrange County, Indiana",2,134,0.992537313,0.992537313
"Arlington County, Virginia",2,134,0.992537313,0.992537313
"Wheeler County, Georgia",2,134,0.992537313,0.992537313
"New York County, New York",2,134,0.992537313,0.992537313
"LaSalle County, Texas",2,134,0.992537313,0.992537313
"King County, Texas",2,134,0.992537313,0.992537313
"Bronx County, New York",3,133,0.985074627,0.985074627
"Mason County, Texas",3,133,0.985074627,0.985074627
"Loudoun County, Virginia",3,133,0.985074627,0.985074627
"Borden County, Texas",3,133,0.985074627,0.985074627
"Crockett County, Texas",3,133,0.985074627,0.985074627
"Presidio County, Texas",3,133,0.985074627,0.985074627
"Wolfe County, Kentucky",3,133,0.985074627,0.985074627
"McMullen County, Texas",3,133,0.985074627,0.985074627
"Stonewall County, Texas",3,133,0.985074627,0.985074627
"Goliad County, Texas",4,132,0.97761194,0.97761194
"Scotland County, Missouri",4,132,0.97761194,0.97761194
"Kenedy County, Texas",4,132,0.97761194,0.97761194
"Terrell County, Texas",4,132,0.97761194,0.97761194
"Jeff Davis County, Texas",4,132,0.97761194,0.97761194
"Brooks County, Texas",4,132,0.97761194,0.97761194
"Hudson County, New Jersey",4,132,0.97761194,0.97761194
"Alexandria city, Virginia",4,132,0.97761194,0.97761194
"Dimmit County, Texas",4,132,0.97761194,0.97761194
"Fairfax County, Virginia",5,131,0.970149254,0.970149254
"Kent County, Texas",5,131,0.970149254,0.970149254
"Kings County, New York",5,131,0.970149254,0.970149254
"Quitman County, Georgia",5,131,0.970149254,0.970149254
"Radford city, Virginia",5,131,0.970149254,0.970149254
"Howard County, Maryland",5,131,0.970149254,0.970149254
"Irion County, Texas",5,131,0.970149254,0.970149254
"Jim Hogg County, Texas",5,131,0.970149254,0.970149254
"Suffolk County, Massachusetts",5,131,0.970149254,0.970149254
"Forsyth County, Georgia",6,130,0.962686567,0.962686567
"Highland County, Virginia",6,130,0.962686567,0.962686567
"Hunterdon County, New Jersey",6,130,0.962686567,0.962686567
"Madison Parish, Louisiana",6,130,0.962686567,0.962686567
"Culberson County, Texas",6,130,0.962686567,0.962686567
"Lexington city, Virginia",6,130,0.962686567,0.962686567
"Dallam County, Texas",6,130,0.962686567,0.962686567
"Williamson County, Tennessee",6,130,0.962686567,0.962686567
"Hudspeth County, Texas",6,130,0.962686567,0.962686567
"Sumter County, Florida",6,130,0.962686567,0.962686567
"Tunica County, Mississippi",6,130,0.962686567,0.962686567
"Zapata County, Texas",7,129,0.955223881,0.955223881
"Dickens County, Texas",7,129,0.955223881,0.955223881
"Starr County, Texas",7,129,0.955223881,0.955223881
"Holmes County, Ohio",7,129,0.955223881,0.955223881
"Schleicher County, Texas",7,129,0.955223881,0.955223881
"Holmes County, Mississippi",7,129,0.955223881,0.955223881
"Nassau County, New York",7,129,0.955223881,0.955223881
"Charlottesville city, Virginia",7,129,0.955223881,0.955223881
"Clinch County, Georgia",7,129,0.955223881,0.955223881
"Middlesex County, Massachusetts",8,128,0.947761194,0.947761194
"Mingo County, West Virginia",8,128,0.947761194,0.947761194
"Yoakum County, Texas",8,128,0.947761194,0.947761194
"Pendleton County, West Virginia",8,128,0.947761194,0.947761194
"Morris County, New Jersey",8,128,0.947761194,0.947761194
"Somerset County, New Jersey",8,128,0.947761194,0.947761194
"Monroe County, Arkansas",8,128,0.947761194,0.947761194
"Nantucket County, Massachusetts",8,128,0.947761194,0.947761194
"Delaware County, Ohio",8,128,0.947761194,0.947761194
"Real County, Texas",8,128,0.947761194,0.947761194
"Motley County, Texas",8,128,0.947761194,0.947761194
"Tompkins County, New York",8,128,0.947761194,0.947761194
"Lake County, Tennessee",8,128,0.947761194,0.947761194
"Tensas Parish, Louisiana",8,128,0.947761194,0.947761194
"Lancaster County, Virginia",9,127,0.940298507,0.940298507
"Cottle County, Texas",9,127,0.940298507,0.940298507
"Concho County, Texas",9,127,0.940298507,0.940298507
"Oktibbeha County, Mississippi",9,127,0.940298507,0.940298507
"Treutlen County, Georgia",9,127,0.940298507,0.940298507
"Hemphill County, Texas",9,127,0.940298507,0.940298507
"Hamilton County, Indiana",9,127,0.940298507,0.940298507
"Greene County, Alabama",9,127,0.940298507,0.940298507
"Stafford County, Virginia",9,127,0.940298507,0.940298507
"San Saba County, Texas",10,126,0.932835821,0.932835821
"Schuyler County, Missouri",10,126,0.932835821,0.932835821
"Roger Mills County, Oklahoma",10,126,0.932835821,0.932835821
"Oconee County, Georgia",10,126,0.932835821,0.932835821
"Pushmataha County, Oklahoma",10,126,0.932835821,0.932835821
"Worth County, Missouri",10,126,0.932835821,0.932835821
"Menard County, Texas",10,126,0.932835821,0.932835821
"Fairfax city, Virginia",10,126,0.932835821,0.932835821
"Claiborne Parish, Louisiana",10,126,0.932835821,0.932835821
"Crane County, Texas",10,126,0.932835821,0.932835821
"Rockwall County, Texas",10,126,0.932835821,0.932835821
"Perry County, Alabama",10,126,0.932835821,0.932835821
"Prince William County, Virginia",10,126,0.932835821,0.932835821
"Queens County, New York",11,125,0.925373134,0.925373134
"Kimble County, Texas",11,125,0.925373134,0.925373134
"Norfolk County, Massachusetts",11,125,0.925373134,0.925373134
"Coahoma County, Mississippi",11,125,0.925373134,0.925373134
"Duval County, Texas",11,125,0.925373134,0.925373134
"Sterling County, Texas",11,125,0.925373134,0.925373134
"McDowell County, West Virginia",11,125,0.925373134,0.925373134
"Lincoln County, Oklahoma",11,125,0.925373134,0.925373134
"Comanche County, Texas",11,125,0.925373134,0.925373134
"Bergen County, New Jersey",12,124,0.917910448,0.917910448
"Bailey County, Texas",12,124,0.917910448,0.917910448
"Reeves County, Texas",12,124,0.917910448,0.917910448
"Humphreys County, Mississippi",12,124,0.917910448,0.917910448
"Lavaca County, Texas",12,124,0.917910448,0.917910448
"Montgomery County, Maryland",12,124,0.917910448,0.917910448
"Willacy County, Texas",12,124,0.917910448,0.917910448
"Rappahannock County, Virginia",12,124,0.917910448,0.917910448
"Lyon County, Kentucky",12,124,0.917910448,0.917910448
"Hamilton County, Texas",13,123,0.910447761,0.910447761
"Concordia Parish, Louisiana",13,123,0.910447761,0.910447761
"Jefferson County, Mississippi",13,123,0.910447761,0.910447761
"Oldham County, Kentucky",13,123,0.910447761,0.910447761
"Collin County, Texas",13,123,0.910447761,0.910447761
"Cumberland County, Kentucky",13,123,0.910447761,0.910447761
"Harrisonburg city, Virginia",13,123,0.910447761,0.910447761
"Searcy County, Arkansas",13,123,0.910447761,0.910447761
"Maries County, Missouri",13,123,0.910447761,0.910447761
"Ellis County, Oklahoma",13,123,0.910447761,0.910447761
"Westchester County, New York",14,122,0.902985075,0.902985075
"Webb County, Texas",14,122,0.902985075,0.902985075
"Hardy County, West Virginia",14,122,0.902985075,0.902985075
"Reagan County, Texas",14,122,0.902985075,0.902985075
"Calvert County, Maryland",14,122,0.902985075,0.902985075
"Buchanan County, Virginia",14,122,0.902985075,0.902985075
"Quitman County, Mississippi",15,121,0.895522388,0.895522388
"Hancock County, Tennessee",15,121,0.895522388,0.895522388
"Wyoming County, West Virginia",15,121,0.895522388,0.895522388
"Manassas Park city, Virginia",15,121,0.895522388,0.895522388
"Clarke County, Georgia",15,121,0.895522388,0.895522388
"Bullock County, Alabama",15,121,0.895522388,0.895522388
"Jack County, Texas",15,121,0.895522388,0.895522388
"Fort Bend County, Texas",15,121,0.895522388,0.895522388
"Sutton County, Texas",15,121,0.895522388,0.895522388
"Hidalgo County, Texas",15,121,0.895522388,0.895522388
"Gaines County, Texas",15,121,0.895522388,0.895522388
"Leslie County, Kentucky",16,120,0.888059701,0.888059701
"Walthall County, Mississippi",16,120,0.888059701,0.888059701
"Manassas city, Virginia",16,120,0.888059701,0.888059701
"Williamsburg city, Virginia",16,120,0.888059701,0.888059701
"Echols County, Georgia",16,120,0.888059701,0.888059701
"Owsley County, Kentucky",16,120,0.888059701,0.888059701
"Chester County, Pennsylvania",16,120,0.888059701,0.888059701
"Elliott County, Kentucky",16,120,0.888059701,0.888059701
"Knox County, Missouri",16,120,0.888059701,0.888059701
"Swisher County, Texas",16,120,0.888059701,0.888059701
"Norton city, Virginia",17,119,0.880597015,0.880597015
"Bristol County, Rhode Island",17,119,0.880597015,0.880597015
"Calhoun County, West Virginia",17,119,0.880597015,0.880597015
"Letcher County, Kentucky",17,119,0.880597015,0.880597015
"Allendale County, South Carolina",17,119,0.880597015,0.880597015
"Magoffin County, Kentucky",17,119,0.880597015,0.880597015
"Dickenson County, Virginia",17,119,0.880597015,0.880597015
"Putnam County, New York",17,119,0.880597015,0.880597015
"Doddridge County, West Virginia",17,119,0.880597015,0.880597015
"Albemarle County, Virginia",17,119,0.880597015,0.880597015
"Poquoson city, Virginia",17,119,0.880597015,0.880597015
"Brazos County, Texas",17,119,0.880597015,0.880597015
"Douglas County, Missouri",17,119,0.880597015,0.880597015
"Kendall County, Illinois",17,119,0.880597015,0.880597015
"Orange County, North Carolina",17,119,0.880597015,0.880597015
"Montgomery County, Virginia",18,118,0.873134328,0.873134328
"Coleman County, Texas",18,118,0.873134328,0.873134328
"Maverick County, Texas",18,118,0.873134328,0.873134328
"Monmouth County, New Jersey",18,118,0.873134328,0.873134328
"Perry County, Tennessee",18,118,0.873134328,0.873134328
"Coke County, Texas",18,118,0.873134328,0.873134328
"Knox County, Kentucky",18,118,0.873134328,0.873134328
"Taylor County, Georgia",18,118,0.873134328,0.873134328
"Telfair County, Georgia",18,118,0.873134328,0.873134328
"McCreary County, Kentucky",18,118,0.873134328,0.873134328
"Putnam County, Missouri",18,118,0.873134328,0.873134328
"Rockland County, New York",18,118,0.873134328,0.873134328
"Van Buren County, Tennessee",18,118,0.873134328,0.873134328
"Charles County, Maryland",19,117,0.865671642,0.865671642
"Carroll County, Kentucky",19,117,0.865671642,0.865671642
"Castro County, Texas",19,117,0.865671642,0.865671642
"New Kent County, Virginia",19,117,0.865671642,0.865671642
"Burleson County, Texas",19,117,0.865671642,0.865671642
"Buena Vista city, Virginia",19,117,0.865671642,0.865671642
"Breathitt County, Kentucky",19,117,0.865671642,0.865671642
"Chattahoochee County, Georgia",19,117,0.865671642,0.865671642
"Martin County, Kentucky",19,117,0.865671642,0.865671642
"Coal County, Oklahoma",19,117,0.865671642,0.865671642
"Lee County, Kentucky",19,117,0.865671642,0.865671642
"Macon County, Georgia",19,117,0.865671642,0.865671642
"Gonzales County, Texas",19,117,0.865671642,0.865671642
"Hartley County, Texas",20,116,0.858208955,0.858208955
"Sunflower County, Mississippi",20,116,0.858208955,0.858208955
"Dallas County, Arkansas",20,116,0.858208955,0.858208955
"Beaver County, Oklahoma",20,116,0.858208955,0.858208955
"Rockingham County, New Hampshire",20,116,0.858208955,0.858208955
"Fisher County, Texas",20,116,0.858208955,0.858208955
"Claiborne County, Mississippi",20,116,0.858208955,0.858208955
"Fauquier County, Virginia",20,116,0.858208955,0.858208955
"Suffolk County, New York",20,116,0.858208955,0.858208955
"Barnstable County, Massachusetts",20,116,0.858208955,0.858208955
"Perry County, Kentucky",20,116,0.858208955,0.858208955
"Pocahontas County, West Virginia",20,116,0.858208955,0.858208955
"Monroe County, West Virginia",20,116,0.858208955,0.858208955
"Ritchie County, West Virginia",21,115,0.850746269,0.850746269
"Dillon County, South Carolina",21,115,0.850746269,0.850746269
"Centre County, Pennsylvania",21,115,0.850746269,0.850746269
"Montour County, Pennsylvania",21,115,0.850746269,0.850746269
"Dewey County, Oklahoma",21,115,0.850746269,0.850746269
"Montgomery County, Pennsylvania",21,115,0.850746269,0.850746269
"York County, Virginia",21,115,0.850746269,0.850746269
"Hyde County, North Carolina",21,115,0.850746269,0.850746269
"Sarasota County, Florida",21,115,0.850746269,0.850746269
"Foard County, Texas",21,115,0.850746269,0.850746269
"Frederick County, Maryland",21,115,0.850746269,0.850746269
"Anne Arundel County, Maryland",21,115,0.850746269,0.850746269
"Hancock County, Georgia",21,115,0.850746269,0.850746269
"Goochland County, Virginia",21,115,0.850746269,0.850746269
"Glades County, Florida",21,115,0.850746269,0.850746269
"Sevier County, Arkansas",21,115,0.850746269,0.850746269
"Taliaferro County, Georgia",21,115,0.850746269,0.850746269
"Hickory County, Missouri",21,115,0.850746269,0.850746269
"Newton County, Texas",22,114,0.843283582,0.843283582
"Fredericksburg city, Virginia",22,114,0.843283582,0.843283582
"DuPage County, Illinois",22,114,0.843283582,0.843283582
"Denton County, Texas",22,114,0.843283582,0.843283582
"Okfuskee County, Oklahoma",22,114,0.843283582,0.843283582
"Leflore County, Mississippi",22,114,0.843283582,0.843283582
"Lafayette County, Florida",22,114,0.843283582,0.843283582
"Kleberg County, Texas",22,114,0.843283582,0.843283582
"Ozark County, Missouri",22,114,0.843283582,0.843283582
"Kendall County, Texas",22,114,0.843283582,0.843283582
"Ochiltree County, Texas",22,114,0.843283582,0.843283582
"Leon County, Texas",22,114,0.843283582,0.843283582
"Reynolds County, Missouri",22,114,0.843283582,0.843283582
"Frio County, Texas",22,114,0.843283582,0.843283582
"Grant County, Oklahoma",23,113,0.835820896,0.835820896
"Randolph County, Georgia",23,113,0.835820896,0.835820896
"Montague County, Texas",23,113,0.835820896,0.835820896
"Williamson County, Texas",23,113,0.835820896,0.835820896
"Clay County, Kentucky",23,113,0.835820896,0.835820896
"Johnson County, Georgia",23,113,0.835820896,0.835820896
"Harlan County, Kentucky",23,113,0.835820896,0.835820896
"Lincoln Parish, Louisiana",23,113,0.835820896,0.835820896
"Travis County, Texas",23,113,0.835820896,0.835820896
"Estill County, Kentucky",23,113,0.835820896,0.835820896
"Blanco County, Texas",24,112,0.828358209,0.828358209
"Bosque County, Texas",24,112,0.828358209,0.828358209
"St. Louis city, Missouri",24,112,0.828358209,0.828358209
"Mathews County, Virginia",24,112,0.828358209,0.828358209
"Boone County, Indiana",24,112,0.828358209,0.828358209
"Milam County, Texas",24,112,0.828358209,0.828358209
"Major County, Oklahoma",24,112,0.828358209,0.828358209
"Powhatan County, Virginia",24,112,0.828358209,0.828358209
"Emporia city, Virginia",24,112,0.828358209,0.828358209
"Chickasaw County, Mississippi",24,112,0.828358209,0.828358209
"Warren County, Ohio",25,111,0.820895522,0.820895522
"Bucks County, Pennsylvania",25,111,0.820895522,0.820895522
"Latimer County, Oklahoma",25,111,0.820895522,0.820895522
"Bienville Parish, Louisiana",25,111,0.820895522,0.820895522
"Essex County, New Jersey",25,111,0.820895522,0.820895522
"Summers County, West Virginia",25,111,0.820895522,0.820895522
"Charlotte County, Florida",25,111,0.820895522,0.820895522
"Hart County, Kentucky",25,111,0.820895522,0.820895522
"Mitchell County, Texas",25,111,0.820895522,0.820895522
"DeSoto County, Florida",25,111,0.820895522,0.820895522
"St. Johns County, Florida",25,111,0.820895522,0.820895522
"Wilcox County, Alabama",25,111,0.820895522,0.820895522
"Knott County, Kentucky",25,111,0.820895522,0.820895522
"Lanier County, Georgia",25,111,0.820895522,0.820895522
"Newport County, Rhode Island",26,110,0.813432836,0.813432836
"Madison County, Arkansas",26,110,0.813432836,0.813432836
"Bledsoe County, Tennessee",26,110,0.813432836,0.813432836
"Noble County, Indiana",26,110,0.813432836,0.813432836
"Nevada County, Arkansas",26,110,0.813432836,0.813432836
"Tyrrell County, North Carolina",26,110,0.813432836,0.813432836
"Johnston County, Oklahoma",26,110,0.813432836,0.813432836
"LaSalle Parish, Louisiana",26,110,0.813432836,0.813432836
"Hardeman County, Tennessee",26,110,0.813432836,0.813432836
"Carroll County, Maryland",26,110,0.813432836,0.813432836
"Fayette County, Georgia",26,110,0.813432836,0.813432836
"Montgomery County, Mississippi",26,110,0.813432836,0.813432836
"Sussex County, New Jersey",26,110,0.813432836,0.813432836
"Avoyelles Parish, Louisiana",26,110,0.813432836,0.813432836
"Yazoo County, Mississippi",27,109,0.805970149,0.805970149
"Webster County, Kentucky",27,109,0.805970149,0.805970149
"Union County, Ohio",27,109,0.805970149,0.805970149
"Wake County, North Carolina",27,109,0.805970149,0.805970149
"St. Charles County, Missouri",27,109,0.805970149,0.805970149
"Scott County, Indiana",27,109,0.805970149,0.805970149
"Bolivar County, Mississippi",27,109,0.805970149,0.805970149
"Hardin County, Illinois",27,109,0.805970149,0.805970149
"Zavala County, Texas",27,109,0.805970149,0.805970149
"Hampshire County, Massachusetts",27,109,0.805970149,0.805970149
"Callahan County, Texas",28,108,0.798507463,0.798507463
"Champaign County, Illinois",28,108,0.798507463,0.798507463
"Monroe County, Illinois",28,108,0.798507463,0.798507463
"Fulton County, Georgia",28,108,0.798507463,0.798507463
"Clarke County, Virginia",28,108,0.798507463,0.798507463
"Stewart County, Georgia",28,108,0.798507463,0.798507463
"Winkler County, Texas",28,108,0.798507463,0.798507463
"Lowndes County, Alabama",28,108,0.798507463,0.798507463
"Marlboro County, South Carolina",28,108,0.798507463,0.798507463
"Tippah County, Mississippi",28,108,0.798507463,0.798507463
"Fulton County, Arkansas",28,108,0.798507463,0.798507463
"Payne County, Oklahoma",29,107,0.791044776,0.791044776
"San Augustine County, Texas",29,107,0.791044776,0.791044776
"Crawford County, Indiana",29,107,0.791044776,0.791044776
"Middlesex County, New Jersey",29,107,0.791044776,0.791044776
"James City County, Virginia",29,107,0.791044776,0.791044776
"Union County, New Jersey",29,107,0.791044776,0.791044776
"Crittenden County, Kentucky",29,107,0.791044776,0.791044776
"Hanover County, Virginia",29,107,0.791044776,0.791044776
"Atoka County, Oklahoma",29,107,0.791044776,0.791044776
"Warren County, Georgia",30,106,0.78358209,0.78358209
"Chittenden County, Vermont",30,106,0.78358209,0.78358209
"Passaic County, New Jersey",30,106,0.78358209,0.78358209
"Robertson County, Texas",30,106,0.78358209,0.78358209
"Shannon County, Missouri",30,106,0.78358209,0.78358209
"Wilkinson County, Mississippi",30,106,0.78358209,0.78358209
"Fulton County, Kentucky",30,106,0.78358209,0.78358209
"St. Mary's County, Maryland",30,106,0.78358209,0.78358209
"Cook County, Illinois",30,106,0.78358209,0.78358209
"Pike County, Mississippi",30,106,0.78358209,0.78358209
"Gentry County, Missouri",30,106,0.78358209,0.78358209
"Briscoe County, Texas",30,106,0.78358209,0.78358209
"Clay County, Tennessee",30,106,0.78358209,0.78358209
"Wayne County, Missouri",30,106,0.78358209,0.78358209
"Washington County, Rhode Island",30,106,0.78358209,0.78358209
"Anson County, North Carolina",30,106,0.78358209,0.78358209
"Pemiscot County, Missouri",31,105,0.776119403,0.776119403
"Scott County, Tennessee",31,105,0.776119403,0.776119403
"Mercer County, Missouri",31,105,0.776119403,0.776119403
"Cumberland County, Maine",31,105,0.776119403,0.776119403
"Will County, Illinois",31,105,0.776119403,0.776119403
"Jenkins County, Georgia",31,105,0.776119403,0.776119403
"Amite County, Mississippi",31,105,0.776119403,0.776119403
"Tallahatchie County, Mississippi",31,105,0.776119403,0.776119403
"Dukes County, Massachusetts",31,105,0.776119403,0.776119403
"Fayette County, Texas",31,105,0.776119403,0.776119403
"Fayette County, Alabama",31,105,0.776119403,0.776119403
"Cameron County, Texas",31,105,0.776119403,0.776119403
"Calhoun County, Illinois",31,105,0.776119403,0.776119403
"Hardee County, Florida",32,104,0.768656716,0.768656716
"Chicot County, Arkansas",32,104,0.768656716,0.768656716
"Llano County, Texas",32,104,0.768656716,0.768656716
"Plymouth County, Massachusetts",32,104,0.768656716,0.768656716
"St. Clair County, Missouri",32,104,0.768656716,0.768656716
"Howard County, Arkansas",32,104,0.768656716,0.768656716
"Sherman County, Texas",32,104,0.768656716,0.768656716
"Bryan County, Georgia",32,104,0.768656716,0.768656716
"Phillips County, Arkansas",32,104,0.768656716,0.768656716
"Oregon County, Missouri",32,104,0.768656716,0.768656716
"Monongalia County, West Virginia",32,104,0.768656716,0.768656716
"Saratoga County, New York",32,104,0.768656716,0.768656716
"Hillsborough County, New Hampshire",32,104,0.768656716,0.768656716
"Cimarron County, Oklahoma",33,103,0.76119403,0.76119403
"Spotsylvania County, Virginia",33,103,0.76119403,0.76119403
"Essex County, Massachusetts",33,103,0.76119403,0.76119403
"Cherokee County, Georgia",33,103,0.76119403,0.76119403
"Gillespie County, Texas",33,103,0.76119403,0.76119403
"Cobb County, Georgia",33,103,0.76119403,0.76119403
"Live Oak County, Texas",33,103,0.76119403,0.76119403
"Union County, North Carolina",33,103,0.76119403,0.76119403
"Harford County, Maryland",33,103,0.76119403,0.76119403
"Burlington County, New Jersey",33,103,0.76119403,0.76119403
"Newton County, Mississippi",33,103,0.76119403,0.76119403
"Jackson County, Tennessee",33,103,0.76119403,0.76119403
"Platte County, Missouri",33,103,0.76119403,0.76119403
"Northumberland County, Virginia",33,103,0.76119403,0.76119403
"Middlesex County, Virginia",33,103,0.76119403,0.76119403
"Harper County, Oklahoma",33,103,0.76119403,0.76119403
"Caldwell Parish, Louisiana",33,103,0.76119403,0.76119403
"Clay County, Texas",33,103,0.76119403,0.76119403
"Donley County, Texas",33,103,0.76119403,0.76119403
"McHenry County, Illinois",34,102,0.753731343,0.753731343
"Monroe County, Indiana",34,102,0.753731343,0.753731343
"King George County, Virginia",34,102,0.753731343,0.753731343
"Parmer County, Texas",34,102,0.753731343,0.753731343
"Bath County, Kentucky",34,102,0.753731343,0.753731343
"Lake County, Illinois",34,102,0.753731343,0.753731343
"Haskell County, Oklahoma",34,102,0.753731343,0.753731343
"Geauga County, Ohio",34,102,0.753731343,0.753731343
"Robeson County, North Carolina",34,102,0.753731343,0.753731343
"Pike County, Kentucky",34,102,0.753731343,0.753731343
"Catahoula Parish, Louisiana",34,102,0.753731343,0.753731343
"Logan County, West Virginia",34,102,0.753731343,0.753731343
"Sumter County, Alabama",34,102,0.753731343,0.753731343
"Lauderdale County, Tennessee",34,102,0.753731343,0.753731343
"Carroll County, New Hampshire",34,102,0.753731343,0.753731343
"Metcalfe County, Kentucky",35,101,0.746268657,0.746268657
"Hendricks County, Indiana",35,101,0.746268657,0.746268657
"Daviess County, Missouri",35,101,0.746268657,0.746268657
"DeKalb County, Indiana",35,101,0.746268657,0.746268657
"Morgan County, Missouri",35,101,0.746268657,0.746268657
"Red River Parish, Louisiana",35,101,0.746268657,0.746268657
"Bell County, Kentucky",35,101,0.746268657,0.746268657
"Pleasants County, West Virginia",35,101,0.746268657,0.746268657
"Atkinson County, Georgia",35,101,0.746268657,0.746268657
"Evangeline Parish, Louisiana",35,101,0.746268657,0.746268657
"Franklin County, Texas",35,101,0.746268657,0.746268657
"Richmond city, Virginia",35,101,0.746268657,0.746268657
"Albany County, New York",35,101,0.746268657,0.746268657
"Tippecanoe County, Indiana",35,101,0.746268657,0.746268657
"Queen Anne's County, Maryland",35,101,0.746268657,0.746268657
"Collier County, Florida",36,100,0.73880597,0.73880597
"Jackson County, Illinois",36,100,0.73880597,0.73880597
"St. Helena Parish, Louisiana",36,100,0.73880597,0.73880597
"Wirt County, West Virginia",36,100,0.73880597,0.73880597
"Athens County, Ohio",36,100,0.73880597,0.73880597
"Watauga County, North Carolina",36,100,0.73880597,0.73880597
"Waller County, Texas",36,100,0.73880597,0.73880597
"Craig County, Virginia",36,100,0.73880597,0.73880597
"Columbia County, Georgia",36,100,0.73880597,0.73880597
"Barbour County, Alabama",36,100,0.73880597,0.73880597
"Sullivan County, Missouri",37,99,0.731343284,0.731343284
"Lee County, Arkansas",37,99,0.731343284,0.731343284
"Boone County, Kentucky",37,99,0.731343284,0.731343284
"Floyd County, Kentucky",37,99,0.731343284,0.731343284
"Dallas County, Missouri",37,99,0.731343284,0.731343284
"Hamilton County, Florida",37,99,0.731343284,0.731343284
"Clay County, Georgia",37,99,0.731343284,0.731343284
"Paulding County, Georgia",37,99,0.731343284,0.731343284
"Green County, Kentucky",37,99,0.731343284,0.731343284
"Washington County, Mississippi",37,99,0.731343284,0.731343284
"Hendry County, Florida",37,99,0.731343284,0.731343284
"Calhoun County, Georgia",37,99,0.731343284,0.731343284
"Gilmer County, West Virginia",38,98,0.723880597,0.723880597
"Alachua County, Florida",38,98,0.723880597,0.723880597
"Deaf Smith County, Texas",38,98,0.723880597,0.723880597
"Dawson County, Texas",38,98,0.723880597,0.723880597
"Bamberg County, South Carolina",38,98,0.723880597,0.723880597
"Citrus County, Florida",38,98,0.723880597,0.723880597
"Lee County, Texas",38,98,0.723880597,0.723880597
"Providence County, Rhode Island",39,97,0.71641791,0.71641791
"Hansford County, Texas",39,97,0.71641791,0.71641791
"Jackson County, Kentucky",39,97,0.71641791,0.71641791
"Petersburg city, Virginia",39,97,0.71641791,0.71641791
"Webster County, Georgia",39,97,0.71641791,0.71641791
"Union County, Kentucky",39,97,0.71641791,0.71641791
"Prince George's County, Maryland",39,97,0.71641791,0.71641791
"Talbot County, Georgia",39,97,0.71641791,0.71641791
"Perry County, Mississippi",39,97,0.71641791,0.71641791
"Stone County, Arkansas",39,97,0.71641791,0.71641791
"Richmond County, New York",39,97,0.71641791,0.71641791
"Moore County, Texas",40,96,0.708955224,0.708955224
"Chattooga County, Georgia",40,96,0.708955224,0.708955224
"Scotland County, North Carolina",40,96,0.708955224,0.708955224
"Clay County, West Virginia",40,96,0.708955224,0.708955224
"Yell County, Arkansas",40,96,0.708955224,0.708955224
"Bollinger County, Missouri",40,96,0.708955224,0.708955224
"Cape May County, New Jersey",40,96,0.708955224,0.708955224
"Cameron County, Pennsylvania",40,96,0.708955224,0.708955224
"Durham County, North Carolina",40,96,0.708955224,0.708955224
"Lee County, Georgia",41,95,0.701492537,0.701492537
"Chesterfield County, Virginia",41,95,0.701492537,0.701492537
"Grand Isle County, Vermont",41,95,0.701492537,0.701492537
"Breckinridge County, Kentucky",41,95,0.701492537,0.701492537
"Liberty County, Texas",41,95,0.701492537,0.701492537
"Gloucester County, New Jersey",41,95,0.701492537,0.701492537
"Martin County, Florida",41,95,0.701492537,0.701492537
"Elk County, Pennsylvania",41,95,0.701492537,0.701492537
"Comal County, Texas",41,95,0.701492537,0.701492537
"Union County, Georgia",41,95,0.701492537,0.701492537
"Adair County, Oklahoma",41,95,0.701492537,0.701492537
"Morehouse Parish, Louisiana",41,95,0.701492537,0.701492537
"Texas County, Oklahoma",42,94,0.694029851,0.694029851
"Wheeler County, Texas",42,94,0.694029851,0.694029851
"Orleans Parish, Louisiana",42,94,0.694029851,0.694029851
"Lee County, Virginia",42,94,0.694029851,0.694029851
"Leon County, Florida",42,94,0.694029851,0.694029851
"Menifee County, Kentucky",42,94,0.694029851,0.694029851
"McCormick County, South Carolina",42,94,0.694029851,0.694029851
"Spencer County, Kentucky",42,94,0.694029851,0.694029851
"Conecuh County, Alabama",42,94,0.694029851,0.694029851
"Lafayette County, Mississippi",42,94,0.694029851,0.694029851
"Murray County, Georgia",42,94,0.694029851,0.694029851
"Turner County, Georgia",42,94,0.694029851,0.694029851
"Ellis County, Texas",42,94,0.694029851,0.694029851
"Twiggs County, Georgia",42,94,0.694029851,0.694029851
"Hale County, Alabama",42,94,0.694029851,0.694029851
"Warrick County, Indiana",42,94,0.694029851,0.694029851
"Armstrong County, Texas",42,94,0.694029851,0.694029851
"Chambers County, Texas",42,94,0.694029851,0.694029851
"Dare County, North Carolina",43,93,0.686567164,0.686567164
"Casey County, Kentucky",43,93,0.686567164,0.686567164
"Adams County, Mississippi",43,93,0.686567164,0.686567164
"Dade County, Missouri",43,93,0.686567164,0.686567164
"Norfolk city, Virginia",43,93,0.686567164,0.686567164
"Lawrence County, Mississippi",43,93,0.686567164,0.686567164
"Shelby County, Alabama",43,93,0.686567164,0.686567164
"Johnson County, Arkansas",43,93,0.686567164,0.686567164
"Izard County, Arkansas",43,93,0.686567164,0.686567164
