Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,HealthPrep_SVI
"Comanche County, Texas",62,52,0.455357143,0.455357143
"Little River County, Arkansas",63,51,0.446428571,0.446428571
"Comanche County, Oklahoma",63,51,0.446428571,0.446428571
"Brown County, Texas",63,51,0.446428571,0.446428571
"Jasper County, Illinois",63,51,0.446428571,0.446428571
"Iberia Parish, Louisiana",63,51,0.446428571,0.446428571
"Bath County, Kentucky",63,51,0.446428571,0.446428571
"Staunton city, Virginia",63,51,0.446428571,0.446428571
"Jefferson County, Missouri",63,51,0.446428571,0.446428571
"Genesee County, New York",63,51,0.446428571,0.446428571
"Mercer County, Ohio",63,51,0.446428571,0.446428571
"Schoharie County, New York",63,51,0.446428571,0.446428571
"Waldo County, Maine",63,51,0.446428571,0.446428571
"Giles County, Virginia",63,51,0.446428571,0.446428571
"Medina County, Texas",63,51,0.446428571,0.446428571
"Humphreys County, Tennessee",63,51,0.446428571,0.446428571
"Butler County, Alabama",63,51,0.446428571,0.446428571
"Wells County, Indiana",63,51,0.446428571,0.446428571
"Crittenden County, Kentucky",63,51,0.446428571,0.446428571
"McLennan County, Texas",63,51,0.446428571,0.446428571
"Clark County, Illinois",63,51,0.446428571,0.446428571
"Marshall County, West Virginia",63,51,0.446428571,0.446428571
"Ford County, Illinois",63,51,0.446428571,0.446428571
"Caldwell County, Texas",63,51,0.446428571,0.446428571
"Coles County, Illinois",63,51,0.446428571,0.446428571
"Randolph County, West Virginia",64,50,0.4375,0.4375
"Fayette County, Tennessee",64,50,0.4375,0.4375
"Montgomery County, Alabama",64,50,0.4375,0.4375
"Ohio County, West Virginia",64,50,0.4375,0.4375
"Hinds County, Mississippi",64,50,0.4375,0.4375
"Franklin County, Maine",64,50,0.4375,0.4375
"Bacon County, Georgia",64,50,0.4375,0.4375
"Tipton County, Tennessee",64,50,0.4375,0.4375
"Gentry County, Missouri",64,50,0.4375,0.4375
"Yancey County, North Carolina",64,50,0.4375,0.4375
"Washington County, Virginia",64,50,0.4375,0.4375
"Montague County, Texas",64,50,0.4375,0.4375
"Jackson County, Alabama",64,50,0.4375,0.4375
"De Witt County, Illinois",64,50,0.4375,0.4375
"Muscogee County, Georgia",64,50,0.4375,0.4375
"Preston County, West Virginia",64,50,0.4375,0.4375
"Hawkins County, Tennessee",64,50,0.4375,0.4375
"Putnam County, Tennessee",64,50,0.4375,0.4375
"Allen County, Indiana",64,50,0.4375,0.4375
"Miami County, Indiana",65,49,0.428571429,0.428571429
"Southampton County, Virginia",65,49,0.428571429,0.428571429
"Clinton County, Missouri",65,49,0.428571429,0.428571429
"Lumpkin County, Georgia",65,49,0.428571429,0.428571429
"Columbus County, North Carolina",65,49,0.428571429,0.428571429
"Tazewell County, Virginia",65,49,0.428571429,0.428571429
"Delaware County, New York",65,49,0.428571429,0.428571429
"Licking County, Ohio",65,49,0.428571429,0.428571429
"Seminole County, Georgia",65,49,0.428571429,0.428571429
"Rains County, Texas",65,49,0.428571429,0.428571429
"Claiborne County, Tennessee",65,49,0.428571429,0.428571429
"Clermont County, Ohio",65,49,0.428571429,0.428571429
"Lafayette County, Florida",65,49,0.428571429,0.428571429
"Osage County, Oklahoma",65,49,0.428571429,0.428571429
"Greene County, Mississippi",65,49,0.428571429,0.428571429
"Worth County, Georgia",65,49,0.428571429,0.428571429
"Pontotoc County, Mississippi",65,49,0.428571429,0.428571429
"Colorado County, Texas",65,49,0.428571429,0.428571429
"Columbia County, Arkansas",65,49,0.428571429,0.428571429
"Hall County, Georgia",65,49,0.428571429,0.428571429
"Stokes County, North Carolina",65,49,0.428571429,0.428571429
"Volusia County, Florida",65,49,0.428571429,0.428571429
"Knox County, Tennessee",65,49,0.428571429,0.428571429
"Augusta County, Virginia",66,48,0.419642857,0.419642857
"Donley County, Texas",66,48,0.419642857,0.419642857
"Shelby County, Illinois",66,48,0.419642857,0.419642857
"Harnett County, North Carolina",66,48,0.419642857,0.419642857
"Portsmouth city, Virginia",66,48,0.419642857,0.419642857
"Metcalfe County, Kentucky",66,48,0.419642857,0.419642857
"Howard County, Arkansas",66,48,0.419642857,0.419642857
"Howell County, Missouri",66,48,0.419642857,0.419642857
"San Saba County, Texas",66,48,0.419642857,0.419642857
"Bradley County, Arkansas",66,48,0.419642857,0.419642857
"Franklin County, Arkansas",66,48,0.419642857,0.419642857
"Spencer County, Indiana",66,48,0.419642857,0.419642857
"Gates County, North Carolina",66,48,0.419642857,0.419642857
"Woodford County, Kentucky",66,48,0.419642857,0.419642857
"Scott County, Illinois",66,48,0.419642857,0.419642857
"Pleasants County, West Virginia",66,48,0.419642857,0.419642857
"Barton County, Missouri",66,48,0.419642857,0.419642857
"Putnam County, West Virginia",66,48,0.419642857,0.419642857
"Loudon County, Tennessee",66,48,0.419642857,0.419642857
"Lincoln County, Oklahoma",66,48,0.419642857,0.419642857
"White County, Tennessee",66,48,0.419642857,0.419642857
"Union County, Indiana",66,48,0.419642857,0.419642857
"Scott County, Indiana",66,48,0.419642857,0.419642857
"Douglas County, Illinois",66,48,0.419642857,0.419642857
"Greene County, Virginia",66,48,0.419642857,0.419642857
"Monroe County, Ohio",66,48,0.419642857,0.419642857
"Rogers County, Oklahoma",66,48,0.419642857,0.419642857
"Beckham County, Oklahoma",67,47,0.410714286,0.410714286
"Drew County, Arkansas",67,47,0.410714286,0.410714286
"Franklin County, Kentucky",67,47,0.410714286,0.410714286
"Washington County, Ohio",67,47,0.410714286,0.410714286
"Todd County, Kentucky",67,47,0.410714286,0.410714286
"Rabun County, Georgia",67,47,0.410714286,0.410714286
"Murray County, Georgia",67,47,0.410714286,0.410714286
"Yates County, New York",67,47,0.410714286,0.410714286
"Boone County, Illinois",67,47,0.410714286,0.410714286
"Caroline County, Virginia",67,47,0.410714286,0.410714286
"Ogle County, Illinois",67,47,0.410714286,0.410714286
"McLean County, Kentucky",67,47,0.410714286,0.410714286
"Coffee County, Tennessee",67,47,0.410714286,0.410714286
"Wayne County, Pennsylvania",67,47,0.410714286,0.410714286
"Gordon County, Georgia",67,47,0.410714286,0.410714286
"Lynn County, Texas",67,47,0.410714286,0.410714286
"Greene County, New York",67,47,0.410714286,0.410714286
"Walton County, Florida",67,47,0.410714286,0.410714286
"Dallas County, Missouri",67,47,0.410714286,0.410714286
"Grant County, Kentucky",67,47,0.410714286,0.410714286
"Tuscarawas County, Ohio",67,47,0.410714286,0.410714286
"Florence County, South Carolina",67,47,0.410714286,0.410714286
"Washington County, Oklahoma",67,47,0.410714286,0.410714286
"Pickens County, Alabama",67,47,0.410714286,0.410714286
"Pulaski County, Arkansas",68,46,0.401785714,0.401785714
"Baldwin County, Georgia",68,46,0.401785714,0.401785714
"Georgetown County, South Carolina",68,46,0.401785714,0.401785714
"Whitley County, Indiana",68,46,0.401785714,0.401785714
"Butts County, Georgia",68,46,0.401785714,0.401785714
"Vernon County, Missouri",68,46,0.401785714,0.401785714
"Tattnall County, Georgia",68,46,0.401785714,0.401785714
"Burleson County, Texas",68,46,0.401785714,0.401785714
"Kingfisher County, Oklahoma",68,46,0.401785714,0.401785714
"Peoria County, Illinois",68,46,0.401785714,0.401785714
"Conway County, Arkansas",68,46,0.401785714,0.401785714
"Madison County, Illinois",68,46,0.401785714,0.401785714
"Dooly County, Georgia",68,46,0.401785714,0.401785714
"Haywood County, North Carolina",68,46,0.401785714,0.401785714
"Butler County, Kentucky",68,46,0.401785714,0.401785714
"Graham County, North Carolina",68,46,0.401785714,0.401785714
"Fulton County, Indiana",68,46,0.401785714,0.401785714
"Upton County, Texas",68,46,0.401785714,0.401785714
"Ulster County, New York",68,46,0.401785714,0.401785714
"Ohio County, Indiana",68,46,0.401785714,0.401785714
"Meigs County, Tennessee",68,46,0.401785714,0.401785714
"Hutchinson County, Texas",69,45,0.392857143,0.392857143
"Jones County, North Carolina",69,45,0.392857143,0.392857143
"Whitfield County, Georgia",69,45,0.392857143,0.392857143
"Cheatham County, Tennessee",69,45,0.392857143,0.392857143
"Lawrence County, Alabama",69,45,0.392857143,0.392857143
"Union County, Pennsylvania",69,45,0.392857143,0.392857143
"Gibson County, Tennessee",69,45,0.392857143,0.392857143
"Howard County, Texas",69,45,0.392857143,0.392857143
"Dade County, Georgia",69,45,0.392857143,0.392857143
"Robertson County, Tennessee",69,45,0.392857143,0.392857143
"Gilmer County, Georgia",69,45,0.392857143,0.392857143
"Jones County, Texas",69,45,0.392857143,0.392857143
"Dauphin County, Pennsylvania",69,45,0.392857143,0.392857143
"Perry County, Pennsylvania",69,45,0.392857143,0.392857143
"Haralson County, Georgia",69,45,0.392857143,0.392857143
"White County, Illinois",69,45,0.392857143,0.392857143
"Rockdale County, Georgia",69,45,0.392857143,0.392857143
"Union County, Illinois",69,45,0.392857143,0.392857143
"Shelby County, Texas",69,45,0.392857143,0.392857143
"Lafayette County, Missouri",69,45,0.392857143,0.392857143
"Greene County, Tennessee",69,45,0.392857143,0.392857143
"Kay County, Oklahoma",69,45,0.392857143,0.392857143
"Sangamon County, Illinois",70,44,0.383928571,0.383928571
"Armstrong County, Pennsylvania",70,44,0.383928571,0.383928571
"Potter County, Pennsylvania",70,44,0.383928571,0.383928571
"Jefferson County, Kentucky",70,44,0.383928571,0.383928571
"Schuyler County, Missouri",70,44,0.383928571,0.383928571
"Lamar County, Alabama",70,44,0.383928571,0.383928571
"Page County, Virginia",70,44,0.383928571,0.383928571
"Baker County, Florida",70,44,0.383928571,0.383928571
"Jefferson County, Ohio",70,44,0.383928571,0.383928571
"Hancock County, Mississippi",70,44,0.383928571,0.383928571
"Wicomico County, Maryland",70,44,0.383928571,0.383928571
"Hardeman County, Texas",70,44,0.383928571,0.383928571
"Major County, Oklahoma",70,44,0.383928571,0.383928571
"Morgan County, Indiana",70,44,0.383928571,0.383928571
"Butler County, Ohio",70,44,0.383928571,0.383928571
"Smith County, Tennessee",70,44,0.383928571,0.383928571
"Fulton County, Ohio",70,44,0.383928571,0.383928571
"Franklin County, Indiana",70,44,0.383928571,0.383928571
"Lonoke County, Arkansas",70,44,0.383928571,0.383928571
"Johnson County, Arkansas",70,44,0.383928571,0.383928571
"Trumbull County, Ohio",70,44,0.383928571,0.383928571
"Wilkes County, North Carolina",70,44,0.383928571,0.383928571
"Woods County, Oklahoma",70,44,0.383928571,0.383928571
"Jackson County, Texas",70,44,0.383928571,0.383928571
"Garrett County, Maryland",71,43,0.375,0.375
"Saline County, Arkansas",71,43,0.375,0.375
"Washington County, Maryland",71,43,0.375,0.375
"Prince Edward County, Virginia",71,43,0.375,0.375
"Daviess County, Indiana",71,43,0.375,0.375
"Berkeley County, West Virginia",71,43,0.375,0.375
"Obion County, Tennessee",71,43,0.375,0.375
"Chesterfield County, South Carolina",71,43,0.375,0.375
"Floyd County, Indiana",71,43,0.375,0.375
"Chester County, Tennessee",71,43,0.375,0.375
"Lake County, Florida",71,43,0.375,0.375
"Sullivan County, New Hampshire",71,43,0.375,0.375
"Lafayette Parish, Louisiana",71,43,0.375,0.375
"Covington city, Virginia",71,43,0.375,0.375
"Eastland County, Texas",71,43,0.375,0.375
"Lincoln County, North Carolina",71,43,0.375,0.375
"Edmonson County, Kentucky",71,43,0.375,0.375
"Montgomery County, Missouri",71,43,0.375,0.375
"Warren County, Missouri",72,42,0.366071429,0.366071429
"Camden County, Missouri",72,42,0.366071429,0.366071429
"St. John the Baptist Parish, Louisiana",72,42,0.366071429,0.366071429
"DeKalb County, Indiana",72,42,0.366071429,0.366071429
"Edgecombe County, North Carolina",72,42,0.366071429,0.366071429
"Logan County, Oklahoma",72,42,0.366071429,0.366071429
"Cass County, Illinois",72,42,0.366071429,0.366071429
"Callahan County, Texas",72,42,0.366071429,0.366071429
"Clinton County, New York",72,42,0.366071429,0.366071429
"Independence County, Arkansas",72,42,0.366071429,0.366071429
"Walton County, Georgia",72,42,0.366071429,0.366071429
"George County, Mississippi",72,42,0.366071429,0.366071429
"Otsego County, New York",72,42,0.366071429,0.366071429
"Houston County, Texas",72,42,0.366071429,0.366071429
"Clearfield County, Pennsylvania",72,42,0.366071429,0.366071429
"Covington County, Alabama",73,41,0.357142857,0.357142857
"Gulf County, Florida",73,41,0.357142857,0.357142857
"Wilson County, North Carolina",73,41,0.357142857,0.357142857
"Grady County, Georgia",73,41,0.357142857,0.357142857
"Jackson County, Florida",73,41,0.357142857,0.357142857
"Calloway County, Kentucky",73,41,0.357142857,0.357142857
"Stoddard County, Missouri",73,41,0.357142857,0.357142857
"Perry County, Tennessee",73,41,0.357142857,0.357142857
"Spartanburg County, South Carolina",73,41,0.357142857,0.357142857
"Wheeler County, Texas",73,41,0.357142857,0.357142857
"Love County, Oklahoma",73,41,0.357142857,0.357142857
"Avery County, North Carolina",73,41,0.357142857,0.357142857
"Mercer County, Pennsylvania",73,41,0.357142857,0.357142857
"Stark County, Illinois",73,41,0.357142857,0.357142857
"Washington County, Texas",73,41,0.357142857,0.357142857
"Hickman County, Tennessee",73,41,0.357142857,0.357142857
"Henry County, Ohio",73,41,0.357142857,0.357142857
"Knox County, Missouri",73,41,0.357142857,0.357142857
"Hancock County, Ohio",73,41,0.357142857,0.357142857
"Cambria County, Pennsylvania",73,41,0.357142857,0.357142857
"Meade County, Kentucky",74,40,0.348214286,0.348214286
"Rockingham County, Virginia",74,40,0.348214286,0.348214286
"Kent County, Delaware",74,40,0.348214286,0.348214286
"Noble County, Indiana",74,40,0.348214286,0.348214286
"Tioga County, New York",74,40,0.348214286,0.348214286
"Greensville County, Virginia",74,40,0.348214286,0.348214286
"Monroe County, Pennsylvania",74,40,0.348214286,0.348214286
"Jefferson County, Florida",74,40,0.348214286,0.348214286
"Schuyler County, Illinois",74,40,0.348214286,0.348214286
"Wabash County, Indiana",74,40,0.348214286,0.348214286
"Carroll County, Arkansas",74,40,0.348214286,0.348214286
"Waynesboro city, Virginia",74,40,0.348214286,0.348214286
"Livingston County, Illinois",74,40,0.348214286,0.348214286
"Rock Island County, Illinois",74,40,0.348214286,0.348214286
"St. Clair County, Illinois",74,40,0.348214286,0.348214286
"Bartholomew County, Indiana",74,40,0.348214286,0.348214286
"Atlantic County, New Jersey",75,39,0.339285714,0.339285714
"Pulaski County, Virginia",75,39,0.339285714,0.339285714
"DeKalb County, Missouri",75,39,0.339285714,0.339285714
"Lavaca County, Texas",75,39,0.339285714,0.339285714
"Christian County, Illinois",75,39,0.339285714,0.339285714
"Tom Green County, Texas",75,39,0.339285714,0.339285714
"Stephens County, Oklahoma",75,39,0.339285714,0.339285714
"Wayne County, New York",75,39,0.339285714,0.339285714
"Suwannee County, Florida",75,39,0.339285714,0.339285714
"Sebastian County, Arkansas",75,39,0.339285714,0.339285714
"Polk County, Texas",75,39,0.339285714,0.339285714
"Harrison County, Indiana",75,39,0.339285714,0.339285714
"Okeechobee County, Florida",75,39,0.339285714,0.339285714
"Garland County, Arkansas",75,39,0.339285714,0.339285714
"Madison County, North Carolina",75,39,0.339285714,0.339285714
"Allegany County, Maryland",75,39,0.339285714,0.339285714
"Charlton County, Georgia",75,39,0.339285714,0.339285714
"Portage County, Ohio",75,39,0.339285714,0.339285714
"Steuben County, Indiana",75,39,0.339285714,0.339285714
"DeKalb County, Alabama",75,39,0.339285714,0.339285714
"Johnson County, Illinois",75,39,0.339285714,0.339285714
"Vigo County, Indiana",76,38,0.330357143,0.330357143
"Boyle County, Kentucky",76,38,0.330357143,0.330357143
"Cumberland County, Virginia",76,38,0.330357143,0.330357143
"Wood County, West Virginia",76,38,0.330357143,0.330357143
"Horry County, South Carolina",76,38,0.330357143,0.330357143
"Larue County, Kentucky",76,38,0.330357143,0.330357143
"Nelson County, Kentucky",76,38,0.330357143,0.330357143
"Oneida County, New York",76,38,0.330357143,0.330357143
"Miami County, Ohio",76,38,0.330357143,0.330357143
"Vance County, North Carolina",76,38,0.330357143,0.330357143
"Ralls County, Missouri",76,38,0.330357143,0.330357143
"Hart County, Georgia",76,38,0.330357143,0.330357143
"Warren County, Tennessee",76,38,0.330357143,0.330357143
"Lawrence County, Tennessee",76,38,0.330357143,0.330357143
"Vermillion County, Indiana",76,38,0.330357143,0.330357143
"Perry County, Arkansas",76,38,0.330357143,0.330357143
"Tift County, Georgia",76,38,0.330357143,0.330357143
"Mineral County, West Virginia",76,38,0.330357143,0.330357143
"Richland County, Illinois",76,38,0.330357143,0.330357143
"Wayne County, Ohio",76,38,0.330357143,0.330357143
"Jessamine County, Kentucky",77,37,0.321428571,0.321428571
"Blackford County, Indiana",77,37,0.321428571,0.321428571
"Niagara County, New York",77,37,0.321428571,0.321428571
"Texas County, Missouri",77,37,0.321428571,0.321428571
"Grayson County, Kentucky",77,37,0.321428571,0.321428571
"Lincoln County, Kentucky",77,37,0.321428571,0.321428571
"Clark County, Missouri",77,37,0.321428571,0.321428571
"Cass County, Texas",77,37,0.321428571,0.321428571
"Hot Spring County, Arkansas",77,37,0.321428571,0.321428571
"Tulsa County, Oklahoma",77,37,0.321428571,0.321428571
"Bedford County, Pennsylvania",77,37,0.321428571,0.321428571
"Clay County, Illinois",77,37,0.321428571,0.321428571
"Crawford County, Illinois",77,37,0.321428571,0.321428571
"Upson County, Georgia",77,37,0.321428571,0.321428571
"Steuben County, New York",77,37,0.321428571,0.321428571
"San Jacinto County, Texas",77,37,0.321428571,0.321428571
"Henry County, Indiana",77,37,0.321428571,0.321428571
"Harrison County, Missouri",77,37,0.321428571,0.321428571
"Moore County, Tennessee",77,37,0.321428571,0.321428571
"Hockley County, Texas",78,36,0.3125,0.3125
"Prentiss County, Mississippi",78,36,0.3125,0.3125
"Morris County, Texas",78,36,0.3125,0.3125
"Carroll County, Kentucky",78,36,0.3125,0.3125
"Bossier Parish, Louisiana",78,36,0.3125,0.3125
"Jasper County, Texas",78,36,0.3125,0.3125
"Levy County, Florida",78,36,0.3125,0.3125
"Hopkins County, Kentucky",78,36,0.3125,0.3125
"Assumption Parish, Louisiana",78,36,0.3125,0.3125
"Crawford County, Missouri",78,36,0.3125,0.3125
"Wyoming County, Pennsylvania",78,36,0.3125,0.3125
"Talladega County, Alabama",78,36,0.3125,0.3125
"Blount County, Tennessee",78,36,0.3125,0.3125
"Union County, Tennessee",78,36,0.3125,0.3125
"Muhlenberg County, Kentucky",78,36,0.3125,0.3125
"Madison County, Missouri",78,36,0.3125,0.3125
"Henry County, Missouri",78,36,0.3125,0.3125
"Elkhart County, Indiana",78,36,0.3125,0.3125
"Cape Girardeau County, Missouri",79,35,0.303571429,0.303571429
"Logan County, Illinois",79,35,0.303571429,0.303571429
"Madison County, Ohio",79,35,0.303571429,0.303571429
"Summit County, Ohio",79,35,0.303571429,0.303571429
"Putnam County, Indiana",79,35,0.303571429,0.303571429
"Venango County, Pennsylvania",79,35,0.303571429,0.303571429
"Madison County, Arkansas",79,35,0.303571429,0.303571429
"Salem County, New Jersey",79,35,0.303571429,0.303571429
"Pender County, North Carolina",79,35,0.303571429,0.303571429
"Ross County, Ohio",79,35,0.303571429,0.303571429
"Blair County, Pennsylvania",79,35,0.303571429,0.303571429
"McDonald County, Missouri",79,35,0.303571429,0.303571429
"Carroll County, Indiana",79,35,0.303571429,0.303571429
"Franklin County, Missouri",79,35,0.303571429,0.303571429
"Pickens County, South Carolina",79,35,0.303571429,0.303571429
"Toombs County, Georgia",79,35,0.303571429,0.303571429
"Overton County, Tennessee",79,35,0.303571429,0.303571429
"Roane County, Tennessee",79,35,0.303571429,0.303571429
"Tate County, Mississippi",79,35,0.303571429,0.303571429
"Taylor County, Kentucky",79,35,0.303571429,0.303571429
"Carlisle County, Kentucky",80,34,0.294642857,0.294642857
"Anderson County, Tennessee",80,34,0.294642857,0.294642857
"Gilmer County, West Virginia",80,34,0.294642857,0.294642857
"Belmont County, Ohio",80,34,0.294642857,0.294642857
"Appomattox County, Virginia",80,34,0.294642857,0.294642857
"Lancaster County, South Carolina",80,34,0.294642857,0.294642857
"St. Tammany Parish, Louisiana",80,34,0.294642857,0.294642857
"De Soto Parish, Louisiana",80,34,0.294642857,0.294642857
"Grimes County, Texas",80,34,0.294642857,0.294642857
"Washita County, Oklahoma",80,34,0.294642857,0.294642857
"Lackawanna County, Pennsylvania",80,34,0.294642857,0.294642857
"Victoria County, Texas",80,34,0.294642857,0.294642857
"Stephenson County, Illinois",80,34,0.294642857,0.294642857
"Huntingdon County, Pennsylvania",80,34,0.294642857,0.294642857
"Herkimer County, New York",80,34,0.294642857,0.294642857
"Crawford County, Ohio",80,34,0.294642857,0.294642857
"Craig County, Virginia",80,34,0.294642857,0.294642857
"King and Queen County, Virginia",80,34,0.294642857,0.294642857
"Maries County, Missouri",80,34,0.294642857,0.294642857
"Polk County, Georgia",80,34,0.294642857,0.294642857
"Tipton County, Indiana",81,33,0.285714286,0.285714286
"Clay County, Indiana",81,33,0.285714286,0.285714286
"Whiteside County, Illinois",81,33,0.285714286,0.285714286
"Hardin County, Ohio",81,33,0.285714286,0.285714286
"Knox County, Ohio",81,33,0.285714286,0.285714286
"Spalding County, Georgia",81,33,0.285714286,0.285714286
"Coshocton County, Ohio",81,33,0.285714286,0.285714286
"Fayette County, Illinois",81,33,0.285714286,0.285714286
"Carroll County, Missouri",81,33,0.285714286,0.285714286
"Mason County, Kentucky",81,33,0.285714286,0.285714286
"Franklin County, North Carolina",81,33,0.285714286,0.285714286
"Morrow County, Ohio",81,33,0.285714286,0.285714286
"Jackson County, Oklahoma",81,33,0.285714286,0.285714286
"Catoosa County, Georgia",81,33,0.285714286,0.285714286
"Baldwin County, Alabama",81,33,0.285714286,0.285714286
"Pasco County, Florida",81,33,0.285714286,0.285714286
"Berks County, Pennsylvania",81,33,0.285714286,0.285714286
"Adams County, Illinois",81,33,0.285714286,0.285714286
"Montgomery County, Illinois",81,33,0.285714286,0.285714286
"Tangipahoa Parish, Louisiana",81,33,0.285714286,0.285714286
"Ste. Genevieve County, Missouri",81,33,0.285714286,0.285714286
"Camp County, Texas",82,32,0.276785714,0.276785714
"Freestone County, Texas",82,32,0.276785714,0.276785714
"Matagorda County, Texas",82,32,0.276785714,0.276785714
"Wyoming County, New York",82,32,0.276785714,0.276785714
"Marshall County, Tennessee",82,32,0.276785714,0.276785714
"Elmore County, Alabama",82,32,0.276785714,0.276785714
"Shelby County, Missouri",82,32,0.276785714,0.276785714
"Rockingham County, North Carolina",82,32,0.276785714,0.276785714
"Stephens County, Texas",82,32,0.276785714,0.276785714
"Mercer County, Missouri",82,32,0.276785714,0.276785714
"Archer County, Texas",82,32,0.276785714,0.276785714
"Franklin County, Pennsylvania",82,32,0.276785714,0.276785714
"Jackson County, North Carolina",82,32,0.276785714,0.276785714
"Kosciusko County, Indiana",82,32,0.276785714,0.276785714
"Clark County, Indiana",82,32,0.276785714,0.276785714
"Rapides Parish, Louisiana",82,32,0.276785714,0.276785714
"Hamilton County, Tennessee",82,32,0.276785714,0.276785714
"Allegany County, New York",82,32,0.276785714,0.276785714
"Limestone County, Alabama",82,32,0.276785714,0.276785714
"Columbia County, Pennsylvania",82,32,0.276785714,0.276785714
"Washington County, New York",82,32,0.276785714,0.276785714
"Dubois County, Indiana",82,32,0.276785714,0.276785714
"Franklin County, Virginia",82,32,0.276785714,0.276785714
"Falls County, Texas",82,32,0.276785714,0.276785714
"Lewis County, New York",82,32,0.276785714,0.276785714
"Washington County, Georgia",82,32,0.276785714,0.276785714
"Kershaw County, South Carolina",82,32,0.276785714,0.276785714
"Randolph County, Missouri",82,32,0.276785714,0.276785714
"Yadkin County, North Carolina",83,31,0.267857143,0.267857143
"Garrard County, Kentucky",83,31,0.267857143,0.267857143
"Monroe County, Georgia",83,31,0.267857143,0.267857143
"Warren County, Virginia",83,31,0.267857143,0.267857143
"Fulton County, New York",83,31,0.267857143,0.267857143
"Woodward County, Oklahoma",83,31,0.267857143,0.267857143
"Hardin County, Kentucky",83,31,0.267857143,0.267857143
"Madison County, Georgia",83,31,0.267857143,0.267857143
"Oglethorpe County, Georgia",83,31,0.267857143,0.267857143
"Grady County, Oklahoma",83,31,0.267857143,0.267857143
"St. Joseph County, Indiana",83,31,0.267857143,0.267857143
"Wabash County, Illinois",83,31,0.267857143,0.267857143
"Shackelford County, Texas",83,31,0.267857143,0.267857143
"Darlington County, South Carolina",83,31,0.267857143,0.267857143
"Dorchester County, Maryland",83,31,0.267857143,0.267857143
"Young County, Texas",83,31,0.267857143,0.267857143
"Harrison County, West Virginia",83,31,0.267857143,0.267857143
"Randolph County, Indiana",83,31,0.267857143,0.267857143
"Dodge County, Georgia",83,31,0.267857143,0.267857143
"Ray County, Missouri",83,31,0.267857143,0.267857143
"Beauregard Parish, Louisiana",84,30,0.258928571,0.258928571
"Ballard County, Kentucky",84,30,0.258928571,0.258928571
"Calhoun County, South Carolina",84,30,0.258928571,0.258928571
"Glascock County, Georgia",84,30,0.258928571,0.258928571
"Knox County, Illinois",84,30,0.258928571,0.258928571
"Louisa County, Virginia",84,30,0.258928571,0.258928571
"Trimble County, Kentucky",84,30,0.258928571,0.258928571
"Henderson County, Tennessee",84,30,0.258928571,0.258928571
"Austin County, Texas",84,30,0.258928571,0.258928571
"Heard County, Georgia",84,30,0.258928571,0.258928571
"Chilton County, Alabama",84,30,0.258928571,0.258928571
"McKean County, Pennsylvania",84,30,0.258928571,0.258928571
"Bullitt County, Kentucky",84,30,0.258928571,0.258928571
"Wichita County, Texas",84,30,0.258928571,0.258928571
"Knox County, Texas",84,30,0.258928571,0.258928571
"Rusk County, Texas",84,30,0.258928571,0.258928571
"Webster County, Missouri",84,30,0.258928571,0.258928571
"Oswego County, New York",84,30,0.258928571,0.258928571
"Pickens County, Georgia",84,30,0.258928571,0.258928571
"Fannin County, Texas",84,30,0.258928571,0.258928571
"Alamance County, North Carolina",84,30,0.258928571,0.258928571
"Juniata County, Pennsylvania",84,30,0.258928571,0.258928571
"Sumter County, South Carolina",85,29,0.25,0.25
"Ohio County, Kentucky",85,29,0.25,0.25
"Erie County, Pennsylvania",85,29,0.25,0.25
"Garfield County, Oklahoma",85,29,0.25,0.25
"Cameron Parish, Louisiana",85,29,0.25,0.25
"Dinwiddie County, Virginia",85,29,0.25,0.25
"Lebanon County, Pennsylvania",85,29,0.25,0.25
"Catawba County, North Carolina",85,29,0.25,0.25
"Washington County, Kentucky",85,29,0.25,0.25
"Peach County, Georgia",85,29,0.25,0.25
"Monroe County, Mississippi",85,29,0.25,0.25
"Cayuga County, New York",85,29,0.25,0.25
"Grundy County, Missouri",85,29,0.25,0.25
"Lincoln County, Arkansas",85,29,0.25,0.25
"Logan County, Ohio",85,29,0.25,0.25
"Lincoln County, Mississippi",85,29,0.25,0.25
"Indiana County, Pennsylvania",85,29,0.25,0.25
"Alcorn County, Mississippi",85,29,0.25,0.25
"St. Clair County, Alabama",85,29,0.25,0.25
"Vanderburgh County, Indiana",86,28,0.241071429,0.241071429
"Houston County, Tennessee",86,28,0.241071429,0.241071429
"Gray County, Texas",86,28,0.241071429,0.241071429
"Pike County, Illinois",86,28,0.241071429,0.241071429
"Gregg County, Texas",86,28,0.241071429,0.241071429
"Sandusky County, Ohio",86,28,0.241071429,0.241071429
"Montgomery County, Kentucky",86,28,0.241071429,0.241071429
"Rush County, Indiana",86,28,0.241071429,0.241071429
"Gaston County, North Carolina",86,28,0.241071429,0.241071429
"Washington County, Tennessee",86,28,0.241071429,0.241071429
"Montgomery County, North Carolina",86,28,0.241071429,0.241071429
"Alexander County, North Carolina",86,28,0.241071429,0.241071429
"Lawrence County, Pennsylvania",86,28,0.241071429,0.241071429
"Wharton County, Texas",86,28,0.241071429,0.241071429
"Orange County, Virginia",86,28,0.241071429,0.241071429
"Van Wert County, Ohio",86,28,0.241071429,0.241071429
"Warren County, Indiana",86,28,0.241071429,0.241071429
"Jefferson County, Texas",86,28,0.241071429,0.241071429
