Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,HealthEvac_SVI
"Wayne County, Indiana",95,18,0.153153153,0.153153153
"Smith County, Texas",95,18,0.153153153,0.153153153
"Madison County, Georgia",95,18,0.153153153,0.153153153
"Chemung County, New York",95,18,0.153153153,0.153153153
"Sullivan County, Indiana",95,18,0.153153153,0.153153153
"Taney County, Missouri",95,18,0.153153153,0.153153153
"Polk County, Florida",95,18,0.153153153,0.153153153
"Roane County, Tennessee",95,18,0.153153153,0.153153153
"Nacogdoches County, Texas",95,18,0.153153153,0.153153153
"Washington County, New York",95,18,0.153153153,0.153153153
"St. Martin Parish, Louisiana",95,18,0.153153153,0.153153153
"Pasquotank County, North Carolina",95,18,0.153153153,0.153153153
"Lee County, Illinois",95,18,0.153153153,0.153153153
"Scott County, Missouri",95,18,0.153153153,0.153153153
"Mifflin County, Pennsylvania",95,18,0.153153153,0.153153153
"Perry County, Ohio",96,17,0.144144144,0.144144144
"Fayette County, Pennsylvania",96,17,0.144144144,0.144144144
"Cooper County, Missouri",96,17,0.144144144,0.144144144
"Morrow County, Ohio",96,17,0.144144144,0.144144144
"Franklin County, Kentucky",96,17,0.144144144,0.144144144
"Pettis County, Missouri",96,17,0.144144144,0.144144144
"Chenango County, New York",96,17,0.144144144,0.144144144
"Craven County, North Carolina",96,17,0.144144144,0.144144144
"St. Francois County, Missouri",96,17,0.144144144,0.144144144
"Bedford County, Pennsylvania",96,17,0.144144144,0.144144144
"Indiana County, Pennsylvania",96,17,0.144144144,0.144144144
"Macon County, Illinois",96,17,0.144144144,0.144144144
"Lake County, Indiana",96,17,0.144144144,0.144144144
"Randolph County, North Carolina",96,17,0.144144144,0.144144144
"Wayne County, Pennsylvania",96,17,0.144144144,0.144144144
"Ohio County, Indiana",96,17,0.144144144,0.144144144
"Bowie County, Texas",96,17,0.144144144,0.144144144
"Panola County, Texas",97,16,0.135135135,0.135135135
"Calhoun County, South Carolina",97,16,0.135135135,0.135135135
"Clark County, Kentucky",97,16,0.135135135,0.135135135
"Seneca County, New York",97,16,0.135135135,0.135135135
"Dale County, Alabama",97,16,0.135135135,0.135135135
"Garrett County, Maryland",97,16,0.135135135,0.135135135
"Lorain County, Ohio",97,16,0.135135135,0.135135135
"Stark County, Ohio",97,16,0.135135135,0.135135135
"Cayuga County, New York",97,16,0.135135135,0.135135135
"Howard County, Missouri",97,16,0.135135135,0.135135135
"Newton County, Missouri",97,16,0.135135135,0.135135135
"Greene County, Pennsylvania",97,16,0.135135135,0.135135135
"St. Clair County, Alabama",97,16,0.135135135,0.135135135
"Caroline County, Maryland",98,15,0.126126126,0.126126126
"Cumberland County, New Jersey",98,15,0.126126126,0.126126126
"Calloway County, Kentucky",98,15,0.126126126,0.126126126
"De Soto Parish, Louisiana",98,15,0.126126126,0.126126126
"Blount County, Alabama",98,15,0.126126126,0.126126126
"Herkimer County, New York",98,15,0.126126126,0.126126126
"Orange County, Texas",98,15,0.126126126,0.126126126
"Newberry County, South Carolina",98,15,0.126126126,0.126126126
"Greene County, Arkansas",99,14,0.117117117,0.117117117
"Rockingham County, North Carolina",99,14,0.117117117,0.117117117
"Columbiana County, Ohio",99,14,0.117117117,0.117117117
"Northumberland County, Pennsylvania",99,14,0.117117117,0.117117117
"Highland County, Ohio",99,14,0.117117117,0.117117117
"Granville County, North Carolina",99,14,0.117117117,0.117117117
"Lawrence County, Pennsylvania",99,14,0.117117117,0.117117117
"McDuffie County, Georgia",99,14,0.117117117,0.117117117
"Wichita County, Texas",99,14,0.117117117,0.117117117
"Tangipahoa Parish, Louisiana",100,13,0.108108108,0.108108108
"McLennan County, Texas",100,13,0.108108108,0.108108108
"LaPorte County, Indiana",100,13,0.108108108,0.108108108
"Rogers County, Oklahoma",100,13,0.108108108,0.108108108
"Pike County, Missouri",100,13,0.108108108,0.108108108
"Rutherford County, North Carolina",100,13,0.108108108,0.108108108
"Linn County, Missouri",100,13,0.108108108,0.108108108
"Jefferson County, Illinois",101,12,0.099099099,0.099099099
"Hamblen County, Tennessee",101,12,0.099099099,0.099099099
"Knox County, Illinois",101,12,0.099099099,0.099099099
"Lycoming County, Pennsylvania",101,12,0.099099099,0.099099099
"LaSalle County, Illinois",101,12,0.099099099,0.099099099
"Boone County, Arkansas",101,12,0.099099099,0.099099099
"Wayne County, Georgia",101,12,0.099099099,0.099099099
"Carbon County, Pennsylvania",101,12,0.099099099,0.099099099
"Jasper County, Missouri",101,12,0.099099099,0.099099099
"Vermilion Parish, Louisiana",101,12,0.099099099,0.099099099
"Jefferson County, Tennessee",102,11,0.09009009,0.09009009
"Clark County, Ohio",102,11,0.09009009,0.09009009
"Saline County, Missouri",102,11,0.09009009,0.09009009
"Kankakee County, Illinois",102,11,0.09009009,0.09009009
"Preble County, Ohio",102,11,0.09009009,0.09009009
"Harrison County, Indiana",102,11,0.09009009,0.09009009
"Pierce County, Georgia",102,11,0.09009009,0.09009009
"McKean County, Pennsylvania",102,11,0.09009009,0.09009009
"Marshall County, Kentucky",102,11,0.09009009,0.09009009
"Knox County, Indiana",103,10,0.081081081,0.081081081
"Henderson County, Texas",103,10,0.081081081,0.081081081
"Shenandoah County, Virginia",103,10,0.081081081,0.081081081
"Dickson County, Tennessee",103,10,0.081081081,0.081081081
"Daviess County, Kentucky",103,10,0.081081081,0.081081081
"Floyd County, Georgia",103,10,0.081081081,0.081081081
"Laurens County, South Carolina",103,10,0.081081081,0.081081081
"Richland County, Ohio",103,10,0.081081081,0.081081081
"Lincoln County, Arkansas",103,10,0.081081081,0.081081081
"Tioga County, Pennsylvania",103,10,0.081081081,0.081081081
"Anderson County, South Carolina",103,10,0.081081081,0.081081081
"Campbell County, Virginia",104,9,0.072072072,0.072072072
"Hardin County, Kentucky",104,9,0.072072072,0.072072072
"White County, Georgia",104,9,0.072072072,0.072072072
"Pope County, Arkansas",104,9,0.072072072,0.072072072
"Greene County, Indiana",104,9,0.072072072,0.072072072
"Habersham County, Georgia",104,9,0.072072072,0.072072072
"Jefferson County, Pennsylvania",104,9,0.072072072,0.072072072
"Stephenson County, Illinois",104,9,0.072072072,0.072072072
"Armstrong County, Pennsylvania",105,8,0.063063063,0.063063063
"Chautauqua County, New York",105,8,0.063063063,0.063063063
"Terrebonne Parish, Louisiana",105,8,0.063063063,0.063063063
"Houston County, Alabama",105,8,0.063063063,0.063063063
"Lee County, North Carolina",105,8,0.063063063,0.063063063
"Montgomery County, New York",105,8,0.063063063,0.063063063
"Mobile County, Alabama",105,8,0.063063063,0.063063063
"Clarion County, Pennsylvania",105,8,0.063063063,0.063063063
"Person County, North Carolina",105,8,0.063063063,0.063063063
"Brown County, Ohio",105,8,0.063063063,0.063063063
"Davie County, North Carolina",106,7,0.054054054,0.054054054
"Gregg County, Texas",106,7,0.054054054,0.054054054
"Franklin County, Virginia",106,7,0.054054054,0.054054054
"Macoupin County, Illinois",106,7,0.054054054,0.054054054
"Rowan County, North Carolina",106,7,0.054054054,0.054054054
"Colbert County, Alabama",106,7,0.054054054,0.054054054
"Grayson County, Texas",106,7,0.054054054,0.054054054
"Harrison County, Texas",106,7,0.054054054,0.054054054
"Iberville Parish, Louisiana",107,6,0.045045045,0.045045045
"Cherokee County, Texas",107,6,0.045045045,0.045045045
"Wayne County, North Carolina",107,6,0.045045045,0.045045045
"Nash County, North Carolina",107,6,0.045045045,0.045045045
"Union County, Arkansas",107,6,0.045045045,0.045045045
"Edgefield County, South Carolina",108,5,0.036036036,0.036036036
"Clinton County, Ohio",108,5,0.036036036,0.036036036
"Stanly County, North Carolina",108,5,0.036036036,0.036036036
"Crawford County, Pennsylvania",108,5,0.036036036,0.036036036
"Pearl River County, Mississippi",108,5,0.036036036,0.036036036
"Pickaway County, Ohio",108,5,0.036036036,0.036036036
"Crawford County, Arkansas",108,5,0.036036036,0.036036036
"Morgan County, Alabama",109,4,0.027027027,0.027027027
"Walker County, Georgia",109,4,0.027027027,0.027027027
"Lauderdale County, Alabama",109,4,0.027027027,0.027027027
"Grant County, Arkansas",109,4,0.027027027,0.027027027
"Aiken County, South Carolina",109,4,0.027027027,0.027027027
"Marshall County, Alabama",109,4,0.027027027,0.027027027
"Cullman County, Alabama",109,4,0.027027027,0.027027027
"Bradford County, Florida",110,3,0.018018018,0.018018018
"Hardin County, Texas",110,3,0.018018018,0.018018018
"Coffee County, Alabama",110,3,0.018018018,0.018018018
"Angelina County, Texas",111,2,0.009009009,0.009009009
"Lamar County, Texas",111,2,0.009009009,0.009009009
"Muskingum County, Ohio",111,2,0.009009009,0.009009009
"Fulton County, Illinois",112,1,0,0
"Amherst County, Virginia",112,1,0,0
"Lafourche Parish, Louisiana",112,1,0,0
